序号,方名,规范名,经典,出处,主治,功用,功用大类,功用小类,处方,炮制,方解,禁忌,化裁,附方,文献,用法用量,名家论述,备注
10026385,救苦金丹,nan,nan,《全国中药成药处方集》（北京方）,益气调经。主治经期不准，腹部胀痛，症瘕痞块，精神疲倦。,nan,nan,nan,当归64两，木香16两，玄胡索64两，藁本64两，白薇64两，赤石脂（生）64两，黄柏64两，丹皮64两，阿胶64两，黄耆64两，人参（去芦）64两，山药64两，川芎64两，白芍64两，甘草64两，熟地64两，没药64两，白芷64两，黄芩64两，砂仁64两，鹿角64两，白术64两，茯苓64两，血余炭8两，蕲艾（炭）8两，小茴香8两，青蒿16两，乳香16两，杜仲16两，锁阳16两，菟丝子16两，红花16两，肉桂16两，续断16两，紫苏叶16两，补骨脂16两，松香脂32两，红鸡冠花32两，白鸡冠花32两，橘皮,上以青蒿、川芎、木香、益母草、白芷、藁本、白术、砂仁、黄芩、橘皮、紫苏叶、续断、肉桂、红花14味，共为粗末，铺晒，余下罐，加黄酒1184两，蒸3昼夜，再将群药加在一起，共为细末，炼蜜为丸，重3钱。,nan,孕妇忌服。,nan,nan,nan,nan,nan,nan
10026392,救坤丹,nan,nan,《北京市中药成方选集》,益气和营，调经养血。主治妇女月经不调，忽多忽少，行经腹痛，崩漏带下。,nan,nan,nan,白芍5钱，川芎5钱，生地5钱，熟地5钱，当归5钱，黄芩5钱，茯苓5钱，乌药5钱，橘红5钱，阿胶（炒珠）4钱，苏叶4钱，砂仁4钱，香附（炙）4钱，白术（炒）4钱，琥珀4钱，人参（去芦）4钱，木香1钱，沉香1钱，川牛膝2钱，甘草2钱，益母草2两。,上为细末，炼蜜为丸，重2钱，蜡封固。,nan,孕妇忌服。,nan,nan,nan,nan,nan,nan
10026638,举元益血丹,nan,nan,《竹林女科》卷一,冲任伤损，不能约束经血而崩漏。,nan,nan,nan,人参（去芦）3钱，白术（蜜炙）2钱，当归（酒洗）2钱，熟地黄2钱，黄耆（蜜炙）3钱，白芍（酒炒）1钱，条芩（酒炒）1钱，炙甘草1钱，升麻5分（炒）。,nan,nan,nan,nan,nan,nan,水1钟半，煎7分，温服。,nan,nan
10026671,聚宝养气丹,nan,nan,《朱氏集验方》卷八,诸虚不足，气血怯弱，头目昏晕，肢节倦怠，心志昏愦，夜梦失精，小便滑数，脾胃气虚；又治诸风瘫痪，半身不遂，语言謇涩，肢体重痛，寒湿气痹；或久寒宿冷泄泻，发疟寒热，下痢赤白，及肠风，痔瘘，下血不止；妇人子宫久冷，崩漏，带下五色，月候不调，腹胁刺痛，血下瘕血闭，羸瘦乏力。,nan,nan,nan,代赭石2两，紫石英2两，赤石脂2两，禹余粮2两（醋淬，水飞过，搜作锭子，候10分干，入砂盒内养火3日，罐子埋地中1宿，出火毒，入后药），阳起石（煅）半两，肉豆蔻（面包，煨）半两，鹿茸（酒炙）半两，破故纸（酒炒）半两，钟乳粉半两，五灵脂（酒研）半两，茴香（酒炒）半两，柏子仁半两，当归（酒浸，炙）半两，远志（去心，酒炒）半两，没药（别研）半两，白茯苓半两，附子（炮）半两，天雄（炮）半两，胡椒半两，沉香半两，丁香半两，木香半两，乳香半两，黄耆（蜜炙）半两，山药半两，苁蓉（焙）半两，肉桂半两，巴戟半两，血竭3钱，,上为细末，糯米煮糊为丸，如梧桐子大，留朱砂、麝香少许为衣。,nan,nan,nan,nan,nan,每服30丸，空心人参煎汤或枣汤下；妇人醋汤下。,nan,nan
10026723,卷柏散,nan,nan,《魏氏家藏方》卷十,体虚，经水不正，便血妄行。,nan,nan,nan,乌贼骨（烧令焦）半两，卷柏叶（酒浸，炒）半两，白龙骨（煅）半两。,上为细末。,nan,忌甘草1日。,nan,nan,nan,nan,nan,nan
10026729,决津煎,nan,nan,《景岳全书》卷五十一,治妇人血虚气滞，痛经、闭经、经来量少，产后败血不散，流入阴中，而作寒热。,nan,nan,nan,当归9～30克，泽泻4.5克，牛膝6克，肉桂3～9克，熟地6～21克（或不用亦可），乌药3克。,nan,nan,nan,nan,nan,nan,上药用水400毫升，煎至280～320毫升，空腹时服。气虚，减乌药；呕恶，加焦姜3～6克；阴寒盛，加附子；气滞痛胀，加香附3～6克或木香2.1～2.4克；血滞血涩，加酒炒红花3～6克；小腹不暖而痛极，加吴茱萸2.1～2.4克，大便结涩，加肉苁蓉3～9克，轻微者则以山楂代之。,nan,nan
10026778,君子汤,nan,nan,《女科旨要》卷一,妇人经后潮热，误食生冷，聚成痰饮，腹心胀满，气升上隔，饮食不思，腹结块成瘼。,nan,nan,nan,陈皮2钱，茯苓2钱，枳实2钱，川芎赤芍2钱，苏叶2钱，槟榔2钱，桔梗2钱，白术2钱，半夏2钱，当归3钱，香附3钱，厚朴3钱，甘草1钱，红花1钱，黄连（酒炒）1钱，柴胡1钱，砂仁1钱5分。,nan,nan,nan,nan,nan,nan,上分8帖。加生姜3片，酒、水各半煎，空心服。如嗽，加五味子、杏仁各2钱；口渴潮热，加竹沥2匙。,nan,nan
10026862,开壅汤,nan,nan,《辨证录》卷三,通经泻肝。主治月经不通3月，忽然眼目红肿疼痛如刺，肝脉大而又大，或弦而滑。,nan,nan,nan,红花3钱，当归尾2钱，牛膝2钱，桃仁14个，柴胡2钱，丹皮3钱，大黄1钱，香附1钱，郁金3钱，天花粉2钱，延胡索1钱。,nan,nan,nan,nan,nan,nan,水煎服。,nan,nan
10026864,开郁二陈汤,nan,nan,《竹林女科》卷一,开郁行滞。主形瘦血郁经闭。,nan,nan,nan,苍术1钱，香附（童便制）1钱，川芎1钱，青皮7分，莪术7分，槟榔7分，木香5分。,nan,nan,nan,nan,nan,nan,生姜为引。,nan,nan
10026876,开郁四物汤,nan,nan,方出《医学正传》卷七，名见《东医宝鉴?内景篇》卷三,崩漏。,nan,nan,nan,香附米1钱（炒黑），归身1钱，白芍药1钱（酒炒），熟地黄1钱，川芎半钱，黄耆半钱，蒲黄半钱，地榆半钱，人参半钱，白术1钱，升麻3分。,nan,nan,nan,nan,nan,nan,水煎服。甚者，加棕榈灰为末，酒调服。,nan,nan
10027173,款冬汤,nan,nan,《竹林女科》卷一,止嗽下气。主妇人经从口鼻出，五心烦热，咳嗽气急。,nan,nan,nan,款冬花8分，桔梗8分，粟壳（蜜炙）8分，苏子（炒）8分，紫菀8分，知母8分，石膏1钱，桑白皮（蜜炙）1钱，杏仁（去皮尖）1钱。,上为细末，以酒调和置鱼肚中，铜器中蒸熟，取汁。,nan,nan,nan,nan,nan,水煎，温服。先服红花汤7剂，再服本方。,nan,nan
10027210,魁蛤丸,nan,nan,《产科发蒙》卷六,妇人瘀血作痛，经闭不行。,nan,nan,nan,香附（醋煮）4两，桃仁2两，瓦楞子（即魁蛤，煅，醋煮1昼夜）2两，大黄（蒸）1两，牡丹皮1两，当归1两，川芎半两，红花半两。,上为末，蒸饼为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服30-50丸，空心温酒送下。,nan,nan
10027212,溃坚丸,nan,nan,《产科发蒙?附录》,经闭血痼腹痛者。,nan,nan,nan,生漆、大黄、面粉各等分。,上药练蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服20-30丸，白汤送下。,nan,nan
10027222,坤顺丸,参茸济阴坤顺丸,nan,《全国中药成药处方集》（南京方）,益气，调经。主治妇女血气不足，腹冷腹痛，形寒，头晕，带下，腰酸，经水不调。,nan,nan,nan,鹿茸4两，五灵脂4两，石柱参2两，紫丹参3两，龟版胶3两，延胡索3两，鹿角胶3两，淡黄芩3两，阿胶4两（炒珠），川断3两，潞党参5两，川芎4两，炙黄耆5两，醋制香附3两，西当归6两，炙甘草3两，大熟地10两，广郁金2两，川贝母6两，春砂仁2两，菟丝子6两，白芍3两，枸杞子5两，大黄炭3两，白茯苓5两，陈皮4两，白术5两上肉桂1两5钱。,将熟地煮烂，和蜜为大丸，每粒3钱，蜡壳封固。,nan,nan,nan,nan,nan,每服1丸，开水和下。,nan,nan
10027351,来痛饮,nan,nan,《仙拈集》卷三,妇人经水欲来作痛者。,nan,nan,nan,当归、元胡、红花、没药各等分。,上为末。,nan,nan,nan,nan,nan,每服2钱，黄酒送下。,nan,nan
10027366,兰花粥,nan,nan,《粥谱》,活血，行水，解郁。适用于妇女经闭、产后淤滞腹痛；身面浮肿、小便不利。,nan,nan,nan,泽兰30克，粳米50克。,先煎泽兰，去渣取汁，入粳米煮作粥。,nan,nan,nan,nan,nan,空腹食用，每日2次。,nan,nan
10027451,老鸡丸,nan,nan,《灵验良方汇编》卷下,妇人下元气虚，五心烦热，食少，子宫冷，赤白带下，经水不调。,nan,nan,nan,胡黄连1两，银柴胡1两，人参1两，黄耆1两，熟地1两，川芎1两，远志1两，肉苁蓉1两，秦艽1两，甘草1两，当归1两，山药5钱，白术5钱，五味5钱，天冬1两2钱，麦冬1两2钱。,上为末，用老鸡1只，去油蒸烂，同药捣千余下，细极无骨渣，炼蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服80-90丸，空心米饮送下。,nan,nan
10027578,理冲丸,nan,nan,《衷中参西》上册,妇女经闭不行，或产后恶露不尽，结为症瘕；室女月闭血枯，男子劳瘵，一切脏腑症瘕、积聚、气郁、脾弱、满闷、痞胀、不能饮食。,nan,nan,nan,水蛭（不用炙）1两，生黄耆1两半，生三棱5钱，生莪术5钱，当归6钱，知母6钱，生桃仁（带皮尖）6钱。,上为细末，炼蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,nan,nan,nan
10027584,理经四物汤,nan,nan,《竹林女科》卷一,妇人血虚有热，经来如屋漏水，头昏目眩，小腹作痛，更兼白带，咽中臭如鱼腥，恶心吐逆。,nan,nan,nan,川芎1钱，当归1钱，白芍1钱，生地黄1钱，白术（蜜炙）1钱，柴胡1钱，香附（童便制）1钱，玄胡索1钱，黄芩8分，三棱8分。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10027585,理经汤,nan,nan,《女科指南》,经水落后者。,nan,nan,nan,当归、川芎、地黄、芍药、人参、黄耆、白术、陈皮、升麻。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10027620,理气通经汤,nan,nan,《中医症状鉴别诊断学》,开郁行气，活血调经。主治肝气郁结，经行后期，经色紫红有块，小腹胀痛，胸胁或乳房作胀。,nan,nan,nan,当归、川芎、丹参、红花、香附、青皮、益母草。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10027662,理中汤,nan,nan,《叶氏女科》卷一,肾虚经来泄泻，经来之时五更泄泻，如乳儿尿。,nan,nan,nan,人参8分，白术（蜜炙）8分，五味子3分，甘草3分，干姜5分。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10027710,立行饮,nan,nan,《玉案》卷五,闭经，因食生冷所致。,nan,nan,nan,官桂3钱，干姜1钱，广木香1钱，玄胡索1钱，牛膝1钱5分，蓬术1钱5分，归尾1钱5分，山楂1钱5分。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10027845,利血通经丸,nan,nan,《医略六书》卷二十六,经闭结块，脉牢者。,nan,nan,nan,大黄1两，当归2两，肉桂1两（皮去），白芍1两（炒），水蛭6钱（烧黑透），虻虫6钱，干漆,上为末，醋为丸。,nan,nan,nan,nan,nan,nan,nan,nan
10027871,痢带灵,nan,nan,《中药制剂汇编》,止痢，止带，止血。主治赤白痢疾，崩漏带下。,nan,nan,nan,牛、羊角及蹄甲（炭）1000g，白及50g。,将牛、羊角及蹄甲，洗刷干净，晾干，置密闭容器内，加热闷煅6～8小时，至全部角质炭化，放冷取出，制成极细粉，白及亦制成细粉，合并混匀，水泛为丸，干燥，包红色糖衣，每500粒重75g。,nan,nan,nan,nan,nan,nan,nan,nan
10027906,连附四物汤,nan,nan,方出《丹溪心法》卷五，名见《医方集解》,经水过期，作痛，紫黑有块，血热者。,nan,nan,nan,四物汤加香附、黄连。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10028153,凉血地黄加人参汤,nan,nan,《麻疹全书》卷下,妇人痘疮发热之时，热入血室，经水先期而来，至4日不止者。,nan,nan,nan,当归、川芎、白芍、生地黄、人参、升麻、白术、黄芩（酒炒）、甘草。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10028155,凉血地黄丸,nan,nan,《痘疹全书》卷下,痘疮发热之时，经水适来。,nan,nan,nan,升麻、白芍药（桂炒）、生地黄、条黄芩（酒炒）、连翘、当归梢、牛蒡子（炒）、红花、甘草、通草、黄连（酒炒）。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10028156,凉血二黄汤,nan,nan,《中医妇科治疗学》,清热凉血。主治妇人痛经热甚，兼口苦心烦，脉弦数。,nan,nan,nan,生地4钱，丹皮2钱，白芍3钱，桃仁2钱，延胡2钱，黄芩2钱，栀子2钱，姜黄2钱，通草2钱。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10028159,凉血固真汤,nan,nan,《摄生众妙方》卷十,血分有热，月水频并，劳倦腰疼，手足烦热，头目昏眩，渐成崩漏。,nan,nan,nan,当归身7分，川芎5分，白芍药7分，生地黄1钱，熟地黄1钱，条实黄芩（生用，细切）1钱2分，香附子（童便浸透）7分，续断5分，柴胡8分，丹参5分，白术7分，荆芥穗5分，黄柏（微炒）5分。,上锉1剂。,nan,nan,nan,nan,nan,nan,nan,nan
10028178,凉血生地饮,nan,nan,《中医妇科治疗学》,凉血散瘀。治妇人血热夹瘀，月经过多，色红有块，其气腥臭，腹有痛感，舌绛苔黄，脉弦数。,nan,nan,nan,生地18克，丹参12克，侧柏、黄芩各9克，阿胶6克，甘草3克，槐花9克，百草霜6克。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10028183,凉血汤,nan,nan,《竹林女科》卷一,妇人肾虚崩漏。,nan,nan,nan,当归1钱，生地黄1钱，黄连（姜制）8分，黄芩8分，黄柏（酒炒）8分，知母（酒炒）8分，防风8分，荆芥8分，细辛6分，蔓荆子6分，羌活6分，藁本4分，甘草3分，升麻3分（炒）。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10028184,凉血调经丸,nan,nan,《妇科玉尺》卷一,妇人血热经病及热甚经闭。,nan,nan,nan,黄芩、黄柏、白芍、鳖甲、杞子、归身、樗皮。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10028185,凉血丸,nan,nan,《妇科玉尺》卷一,妇人血热，经期先行，腰腹发热者。,nan,nan,nan,枇杷叶、白芍、五味子、生地、青蒿、甘草、山萸、黄柏、川断、杜仲、阿胶。,山药糊为丸。,nan,nan,nan,nan,nan,nan,nan,nan
10028195,凉血饮,nan,nan,《普济方》卷三三二引《角氏方》,血热经水不调，心烦口干，烦躁，或遍体生疮。产后血热。,nan,nan,nan,赤芍药、黄芩、川芎、甘草、荆芥、生干地黄（去土）、麦门冬（去心）、土瓜根各等分。,上为末。,nan,nan,nan,nan,nan,nan,nan,nan
10028197,凉血止衄汤,nan,nan,《刘奉五妇科经验》,清热平肝，凉血降逆。治妇人肝热上逆，血随气上，经期衄血者。,nan,nan,nan,龙胆草9克，黄芩9克，栀子9克，丹皮9克，生地15克，藕节30克，白茅根30克，大黄1.5克，牛膝12克。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10028311,灵宝如意丹,如意丹、灵宝如意丸,nan,《中国医学大辞典》,中暑眩晕，绞肠腹痛，脘闷饱胀，阴阳反错，不省人事，手足厥冷，恶心呕泻；山岚瘴气，感受邪秽，中恶头痛，一切痧气；伤寒，风寒咳嗽；中风不语，痰涎神昏，口眼?斜，手足麻木；疟疾；瘟症疹子不出；痫证疯迷；饥饱劳碌；瘫痪；噎膈咽喉，胸膈疼痛，恶心嘈杂；牙痛；心胃气痛；心胃虫痛，九种胃痛；气蛊；水蛊；中酒毒；阴寒；忘前失后；小便尿血；二便不能；水泻；赤痢，白痢，噤口痢；偏坠疼痛；腿足疼痛；跌扑损伤；昏迷不醒；痄腮；痈疽疔疮、恶毒初起，肿烂太甚；疔疮走黄，天泡疮、杨梅疮初起，诸疮溃破；蛇蝎虫毒；妇人经闭；妇人鬼迷失魂，,nan,nan,nan,白粉霜1两，血竭1两，硼砂1两，腰黄1两，天麻1两，辰砂1两，麝香1钱，梅片1钱，人参1钱，蟾酥6钱（1方有巴豆霜）。,上为末，取净粉，烧酒化蟾酥泛丸，如芥子大，辰砂为衣。,nan,孕妇忌服。,nan,nan,nan,nan,nan,nan
10028355,灵砂散,nan,nan,《仙拈集》卷三,妇人经闭血块。,nan,nan,nan,砂仁1两，五灵脂（焙干）1两。,上为末。,nan,nan,nan,nan,nan,nan,nan,nan
10028378,灵效散,nan,nan,《玉案》卷五,妊娠尿血，比崩漏更甚。,nan,nan,nan,当归1两，生地1两，赤芍6钱，川芎6钱，山栀6钱，血余（煅存性）3钱，升麻3钱，龙骨3钱（煅，黄芩水浸），艾叶5钱。,上为末。,nan,nan,nan,nan,nan,nan,nan,nan
10028446,凌花散,凌霄花,nan,《医方大成》卷九引《澹寮》,妇人月水不行，发热腹胀。妇人腹满，身体疼痛，瘦淬食少，发热自汗。,nan,nan,nan,当归（酒浸）、凌霄花、刘寄奴、红花（酒浸，候煎药1-2沸即入）、官桂（去皮）、牡丹皮（洗）、川白芷、赤芍药、延胡索各等分。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10028449,凌霄花丸,nan,nan,《圣惠》卷七十二,妇人积年血块，兼月水不通。,nan,nan,nan,凌霄花半两，芫花2分（醋拌，炒令干），京三棱半两（微煨，锉），木香半两，姜黄半两，水蛭1分（炒令微黄），硇砂半两，斑蝥10枚（糯米拌，炒令黄，去翅足），雄雀粪1分（微炒）。,上为末，糯米饭为丸，如梧桐子大。,nan,nan,nan,nan,nan,nan,nan,nan
10028457,羚角荷翘汤,nan,nan,《重订通俗伤寒论》,治风热头风。头痛经久不愈，时作时止。,nan,nan,nan,羚角片3克，苏薄荷2.4克，青连翘、夏枯花、苦丁茶、焦栀皮各4.5克，鲜荷叶边9克，鲜青菊叶7片。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10028487,龄龟丸,nan,nan,《全国中药成药处方集》（抚顺方）,滋养强壮。主治男子肾虚。女子血亏，腰腿酸痛，下肢蒌弱，周身麻木，气短心跳，四肢无力，血枯经闭。,nan,nan,nan,龟版1斤，当归8两，白芍8两，牛膝5两，桃仁2两，红花2两，鹿胶2两，杜仲3两，黄耆5两，山药5两。,上为细末，水滚小丸。,nan,忌食生冷。孕妇勿服。,nan,nan,nan,nan,nan,nan
10028498,令行吴宫散,nan,nan,《喉科种福》卷五,调经。主治经水不调，喉痛，证无表里。,nan,nan,nan,荆芥2钱（炒黑），硼砂5钱，冰片2分，制没药1钱，制乳香1钱，胭脂1钱，黄芩3钱，延胡索1钱半（炒），薄荷4分。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10028502,刘寄奴酒,nan,nan,《简易效方》,破血通经，散瘀止痛。主治血滞经闭，产后瘀阻腹痛，折跌损伤，以及创伤出血等症。,nan,nan,nan,刘寄奴10g，甘草10g，白酒100ml。,1. 将刘寄奴与甘草捣碎；2. 放入锅中，加水200ml，煎至100ml；3. 再倒入白酒100ml，煎至100ml，去渣备用。,nan,孕妇忌饮用此酒。,nan,nan,nan,nan,nan,nan
10028516,流经散,nan,nan,《医方类聚》卷二一八引《仙传济阴方》,妇人脚疼腰痛，甚不转侧，日夜呻吟不止，或有发热。皆因经行之际水湿所触，气血凝滞，住而不行，流入脚经，故成疾。,nan,nan,nan,当归3钱，肉桂3钱，京芍药4钱，威灵仙3钱，乌豆半钱，牡丹皮2钱，川芎3钱，黑牵牛3钱（炒），乌药半钱，地黄半钱。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10028789,龙胆清肝散,nan,nan,《陈素庵妇科补解》卷一,清肝火，疏肝气，调性情，和营卫。主治经闭。,nan,nan,nan,龙胆草、柴胡、丹皮、焦栀、黄芩、知母、川连、红花、连翘、赤芍、生地、当归、川芎、香附、青皮。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10028812,龙宫救苦丹,nan,nan,《痘疹仁端录》卷十一,妇人经行出痘。,nan,nan,nan,升麻、白芍、香附、黑姜、荆芥、橘红、蝉蜕、人参、黄耆。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10028831,龙骨粥,nan,nan,《千金翼》,镇惊潜阳，收敛固涩。适用于遗精以及产后虚汗不止、盗汗、自汗、崩漏等。,nan,nan,nan,煅龙骨30克，糯米100克，红糖适量。,将龙骨捣碎，入砂锅内加水200克，煎1小时，去渣取汁，入糯米，再加水600克，红糖适量，煮成稀稠粥。,nan,湿热之症不宜服用。,nan,nan,nan,nan,nan,nan
10028876,龙牡菟韭丸,nan,nan,方出《种福堂方》卷二，名见《医学实在易》卷七,色欲过度，精浊白浊，小水长而不痛者，并治妇人虚寒，淋、带、崩漏。,nan,nan,nan,生龙骨（水飞）、生牡蛎（水飞）、生菟丝粉、生韭菜子粉各等分。,不见火，研末，生干面、冷水调浆为丸。,nan,nan,nan,nan,nan,nan,nan,nan
10029067,鹿角胶粥,nan,nan,《本草纲目》,补肾阳，益精血。适用于肾气不足所致的阳痿、早泄、遗精、腰痛、妇女子宫虚冷、不孕、崩漏、带下等。,nan,nan,nan,鹿角胶15～20克，粳米100克，生姜3片。,先煮粳米作粥，待沸后，放入鹿角胶、生姜同煮为稀粥。,nan,阴虚火旺、口干舌燥、尿黄便秘或感冒发热者忌服。适宜于冬季服用。,nan,nan,nan,nan,nan,nan
10029093,鹿茸膏,nan,nan,《全国中药成药处方集》（沈阳方）,滋补强壮，生精补肾。主治五劳七伤，半身不遂，腹痛疝气，阳萎早泄，妇女白带，腰痛崩漏，虚冷腹痛。,nan,nan,nan,麻油1斤4两，甘草2两，芝麻4两，紫草2钱，天门冬3钱，寸冬3钱，远志3钱，生地3钱，熟地3钱，牛膝3钱，蛇床子3钱，虎骨3钱，菟丝子3钱，鹿茸3钱，苁蓉3钱，川断3钱，紫梢花3钱，木鳖子3钱，杏仁3钱，谷精子3钱，官桂3钱，黄丹5两，松香8两，硫黄2钱，雄黄2钱，龙骨2钱，赤石脂（各为末）2钱，乳香5钱，没药5钱，木香5钱，母丁香（各为末）5钱，蟾酥2钱，麝香2钱，阳起石2钱，黄片1两。,将甘草入麻油内，熬至六分，下诸药：第一下芝麻；第二下紫草；第三下天门冬、寸冬、官桂等十七味，文武火熬至枯黑色，去滓，下黄丹；第四下松香，使槐柳枝不停搅，滴水不散；第五下硫黄、雄黄、赤石脂，再上火熬半小时；第六下乳、没、木香、丁香再熬，离火放温；第七下蟾酥、麝香、阳起石，滴水不散；第八下黄片。用瓷罐盛之，以烛封口，入水浸三日，去火毒，用红绢摊贴之。,nan,nan,nan,nan,nan,nan,nan,nan
10029097,鹿茸胶,nan,nan,《北京市中药成方选集》,壮阳补脑，生精补髓。主治四肢无力，腰膝酸软，肾虚阳痿，妇女崩漏带下。,nan,nan,nan,老鹿茸160两。,上将鹿茸切块，洗净，煎七昼夜，加黄酒32两，冰糖32两，收胶。,nan,nan,nan,nan,nan,nan,nan,nan
10029482,麻子酒,nan,nan,《千金》卷八,令人肥健。主虚劳百病，伤寒风湿，及妇人带下，月水往来不调，手足疼痹着床。,nan,nan,nan,麻子1石，法曲1斗。,上为末。,nan,一月不得与男子交通，将养如初产法。,nan,nan,nan,nan,nan,nan
10029565,马蹄屑汤,马蹄汤,nan,《千金》卷四,白漏不绝。妇人经血不定。,nan,nan,nan,白马蹄5两，赤石脂5两，禹余粮4两，乌贼骨4两，龙骨4两，牡蛎各4两，附子3两，干地黄3两，当归3两，甘草2两，白僵蚕1两。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10029597,蛮夷酒,nan,nan,《千金》卷八,八风十二痹，偏枯不遂，宿食，久寒虚冷，五劳七伤；及妇人产后余疾，月水不调。,nan,nan,nan,矾石1两，桂心1两，白术1两，狼毒1两，半夏1两，石南1两，白石脂1两，龙胆1两，续断1两，芫花1两，白石英1两，代赭1两，(艹闾)茹1两，石苇1两，玄参1两，天雄1两，防风1两，山茱萸1两，桔梗1两，藜芦1两，卷柏1两，细辛1两，寒水石1两，乌头1两，踯躅1两，蜀椒1两，白芷1两，秦艽1两，菖蒲1两，附子2两，远志2两，石膏2两半，蜈蚣2枚。,上(口父)咀，以酒2斗，渍4日。每服1合，1日2次。10日后，取滓晒干，捣筛为散。,nan,nan,nan,nan,nan,nan,nan,nan
10029680,没药除痛散,nan,nan,《女科百问》卷上,温经逐寒，化瘀止痛。治经寒血瘀，腹中坚痛，月经不调，脉紧涩滞者。,nan,nan,nan,蓬莪茂（炮）30克，当归（焙）、玄胡索、五灵脂、肉桂、良姜（炒）、蒲黄（炒）各23克，甘草、没药各15克。,上为细末。,nan,nan,nan,nan,nan,nan,nan,nan
10029766,牡丹花粥,nan,nan,《粥谱》,养血调经。适用于妇女月经不调、经行腹痛。,nan,nan,nan,牡丹花（阴干者）6克（鲜者10～20克），粳米50克白糖适量。,先以米煮粥，待粥一二沸后，加入牡丹花再煮，粥熟后入白糖调匀即可。,nan,nan,nan,nan,nan,nan,nan,nan
10029767,牡丹煎圆,nan,nan,《宋?太平惠民和剂局方》,治妇人冲任本虚，少腹挟寒，或因产劳损，子脏风寒，搏于血气，结生瘕聚，块硬发歇，脐腹刺痛，胁肋紧张，腰膝疼重，拘挛肿满，背项强急，手足麻痹，或月水不调，或瘀滞涩闭，或崩漏带下，少腹冷疼，寒热盗汗，四肢酸痛，面色萎黄，多生僢僣，羸乏少力，心多惊悸，不欲饮食。,nan,nan,nan,延胡索、缩砂仁，各半两；赤芍药、牡丹皮，各一两；山茱萸、干姜（炮），各半两；龙骨（细研水飞）、熟干地黄（酒浸）、槟榔、羌活，各二两；五味子、人参、白芷、当归（去芦.酒浸）、干山药、泽泻、续断（细者）、肉桂（去粗皮）、白茯苓、白术、附子（去皮.脐）、木香、牛膝（去苗.酒浸一宿.焙.炮，为末，炒熟），各一两；石斛（去根.酒浸）三两。,nan,nan,妊娠不宜服。,nan,nan,nan,nan,nan,nan
10029772,牡丹丸,消坚丸（《百一选方》卷十五）。,nan,《三因极一病证方论》卷七,散寒化瘀。治寒疝，心腹刺痛，休作无时。及妇人月经病，血刺疼痛。,nan,nan,nan,川乌头（炮令焦黑，去皮、尖），牡丹皮120克，桂心150克，桃仁（炒，去皮、尖）150克（别研）。,上药研为末，炼蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,nan,nan,nan
10029859,南岳魏夫人济阴丹,nan,nan,《太平惠民和剂局方》卷九,治妇人气血不足，冲任虚寒，久不生育，或多次小产，经水不时，暴下不止，月内再行，或前或后，或崩中漏下，积聚症瘕，脐下冷痛，小便白浊。,nan,nan,nan,秦艽 石斛（去根，酒浸，焙）藁本（去芦）甘草（炙）蚕布（烧灰）桔梗（炒）各60克 京墨（煅，醋淬，研）茯苓（去皮）人参（去芦）木香（炮）桃仁（去皮、尖，炒）各30克 熟干地黄（洗过，酒蒸，焙）香附（炒，去毛）泽兰（去梗）各120克 当归（去芦）肉桂（去粗皮）干姜（炮）细辛（去苗）川芎 牡丹皮各45克 山药 川椒（去目，炒）各22.5克 苍术（米泔浸，去皮）240克 大豆黄卷（炒）200克 糯米（炒）500克,上为细末，炼蜜搜和，每30克作6丸。,nan,nan,nan,nan,nan,nan,nan,nan
