id,title,处方来源,别名,药物组成,功效,主治,用法用量,备注,处方来源书名,标准药物名称,symptom
56090,胎产金丹,《胎产心法》卷中。,,当归（酒洗）2两，丹皮（水洗，晒干，勿见火）2两，蕲艾（醋煮）2两，延胡索（酒拌，炒干）2两，川芎2两，益母草（取上半截，童便浸，晒干）2两，青蒿（人多内热者更宜，不用亦可）2两，白薇（洗净，人乳拌）2两，人参2两，赤石脂（火煅，水飞亦可）2两，白茯苓2两，川藁本（洗净）2两，白术（土炒）2两，生地（酒洗，煮不犯铁器）4两，鳖甲（醋炙）4两，香附4两（醋、酒、盐、童便各浸1两），桂心1两2钱，没药（去油）1两2钱，粉草（酒炒）1两2钱，北五味1两（去梗，焙），沉香6钱。,培补气血，安胎调经，益精种子。,临经腹痛，腰痠带多，面黄肢倦，子宫虚寒，难于受孕。脾胃虚弱，胎前漏血，腰腿痠痛，四肢浮肿，气血双亏，作冷作烧，不思饮食，自汗盗汗，骨蒸潮热。肚腹疼痛。,妇人临产，米汤化服1丸，助精神气力，分娩顺利；产下，童便好酒服1丸，神清体健，再无崩晕之患；产后，每日服1丸，服过5日，气血完固，自无他病；行经后，川芎当归汤服1丸，服之3日，必然有孕；苦于小产者，胎动欲产，白滚汤服1丸，睡半日，其胎自安，每月常服2-3丸，保全足月分娩无忧；产后血崩，童便好酒服1丸，即止；产后血晕者，当归川芎汤服1丸，即醒；产后惊风，防风汤服1丸，即解；儿枕痛者，山楂黑沙糖汤服1丸，即止；胞衣不下，干姜炒黑煎汤服1丸，即下；产后虚怯者，川芎当归汤每日服1丸，10丸痊愈；凡产后诸证，俱加好酒童便服。,,胎产心法,当归、牡丹皮、千年艾、延胡索、川芎、益母草、青蒿、白薇、人参、赤石脂、茯苓、藁本、白术、鲜地黄、鳖甲、香附、肉桂、没药、甘草、五味子、沉香,经前腹痛 腰痠带多 面无色 四肢烦倦 阴中冷 脾胃虚弱 漏血不止 腰膝酸痛或冷痛 四肢肿 气血 作冷作烧 饮食不下 自汗 盗汗 骨蒸潮热 腹中疼痛
56092,神应丹,《胎产心法》卷中。,万全膏,蓖麻子7粒（去壳）。,催生。,难产，并交骨不开。,涂产母足心，胎下即洗去，迟则恐子肠出也。如子肠出，即移涂产妇顶心，肠即收上，速去之。,此方催生下胎虽速，但药性猛峻，用者慎之。,胎产心法,蓖麻子,难产 交骨不开
56093,官桂散,《胎产心法》卷中。,,官桂5钱（去皮），丹皮1钱5分，川芎1钱5分，葵子1钱5分。,下死胎。,产妇面赤舌青，子死母活者。,每服3钱，葱白煎汤调下。,,胎产心法,桂花、牡丹皮、川芎、冬葵子,面色发红 舌质紫
56094,参便佛手散,《胎产心法》卷中。,,当归3钱，川芎1钱，人参3-5钱（去血过多，加至1两）。,,临产交骨不开。,水煎，临服加童便半盏，续续进之。,,胎产心法,当归、川芎、人参,交骨不开
56095,立侯下胎散,《胎产心法》卷中。,,皮消1钱（少壮者1钱5分），大附子3-5分（煨，去皮。体弱者用，壮者不用）。,,临产或横逆，或血海干涸，或胎死不下，死在顷刻。,用黄酒半钟，煎1-2沸，温服。立下。,,胎产心法,大皮消、附子,横逆 血海干涸 死胎不出
56096,升阳胜湿汤,《胎产要决》卷上。,,柴胡、羌活、苍术、黄耆、防风、升麻、独活、当归、藁本、甘草。,,妇人脾胃亏损，阳气下陷或湿痰下注所致之带下。,,,胎产要决,柴胡、羌活、苍术、黄芪、防风、升麻、独活、当归、藁本、甘草,脾胃亏损 阳气虚寒 湿痰下注 带下
56098,固精丸,《胎产要诀》卷上。,,白术7钱半，白芍（酒炒）7钱半，败龟版2两（酒炙），黄柏1两（酒炒），萸肉5钱（酒蒸）。,,带下属虚热者。,每服70-80丸，空心清汤送下。,,胎产要诀,白术、白芍、龟甲、黄柏、山茱萸,带下 虚热
56099,参橘饮,《胎产要诀》卷上。,,人参5分，橘红5分，白术5分，半夏5分，当归5分，藿香5分，甘草4分，砂仁4分，藿香1分。,,妇人成孕两三月，恶阻呕逆，恶食，头眩倦怠。,水煎服。,,胎产要诀,人参、橘红、白术、半夏、当归、藿香、甘草、砂仁、藿香,妊娠呕恶冲逆 干呕 饮食不下 眩晕 多倦
56100,安胎饮,《胎产要诀》卷上。,,人参2钱，当归、白术、熟地（同），川芎8分，甘草4分，紫苏、陈皮（同），条芩1钱。,,孕妇服气不安，或腹痛、腰痛，或饮食不美；及孕妇屡产，生子无气，或生而不寿，或妊而数堕者。,加大枣，水煎服。,,胎产要诀,人参、当归、白术、熟地黄、川芎、甘草、紫苏梗、陈皮、黄芩,服气不安 肚腹痛 腰痛 饮食不下 屡产 妊而数堕 生而不寿 妊而数堕
56101,安胎饮,《胎产要诀》卷上。,,人参2钱，当归、白术、熟地（同），川芎8分，甘草4分，紫苏、陈皮（同），条芩1钱。,,孕妇胎气不安，或腹痛、腰痛，或饮食不美；及孕妇屡产，生子无气，或生而不寿，或妊而数堕者。,加大枣，水煎服。,,胎产要诀,人参、当归、白术、熟地黄、川芎、甘草、紫苏梗、陈皮、黄芩,动胎 肚腹痛 腰痛 饮食不下 屡产 妊而数堕 生而不寿 妊而数堕
56102,交加丸,《胎产要诀》卷上。,,生地1斤，川芎1两，延胡1两，当归2两，芍药1两，木香5钱，没药1两，香附4两（醋煮），老姜1斤。,,经水不调，血块气痞，肚腹肿痛。,空心姜汤送下。,,胎产要诀,鲜地黄、川芎、新疆延胡索、当归、红药子、木香、没药、香附、木姜子,月经不调 血块 痞积 肚腹痛
56103,加味五积散,《胎产要诀》卷上。,,五积散加香附、小茴香、萸肉。,,带下属虚寒者。,,,胎产要诀,白芷、枳壳、麻黄、苍术、干姜、桔梗、厚朴、甘草、茯苓、当归、肉桂、川芎、白芍、半夏、陈皮、香附、小茴香、山茱萸,带下 虚寒
56104,加味二陈汤,《胎产要诀》卷上。,,二陈加苍术3钱，白芷2钱，黄芩2钱，黄连1钱半，黄柏1钱半，白芍2钱半，椿根皮（炒）2钱半，萸肉2钱半。,,带下属湿痰者。,,,胎产要诀,陈皮、苍术、白芷、黄芩、黄连、黄柏、白芍、椿白皮、山茱萸,带下 湿痰下注
56105,加味安胎饮,《胎产要诀》卷上。,,人参、白术、陈皮、甘草、川芎、当归、柴胡、升麻、半夏、生地。,,孕妇脾胃气虚，而胎压水胞，或脐腹作痛、小便淋沥。,,,胎产要诀,人参、白术、陈皮、甘草、川芎、当归、柴胡、升麻、半夏、鲜地黄,肚腹痛 小便淋露不止
56106,加味大造丸,《胎产要诀》卷上。,,紫河车、人参、山药、当归、熟地、天冬、麦冬、五味子、杜仲、牛膝（酒浸1宿，炒）、黄柏（盐水炒，泄泻不用）。,,妇人血弱，不能摄元，或成胎屡堕，或孕后虚热，盗汗，少食，带多等。,口服。,,胎产要诀,紫河车、人参、山药、当归、熟地黄、天门冬、麦冬、五味子、杜仲、牛膝、黄柏,气血虚弱 成胎 常堕 虚热 盗汗 饮食不下 带下不止
56107,加味生化汤,《胎产要诀》卷下。,,当归2钱，人参2钱，川芎1钱半，茯苓1钱半，桃仁10粒，莲子10粒，炙干姜5分，制肉果1个，诃子皮1钱，糯米1撮。,,产毕即泻。,,,胎产要诀,当归、人参、川芎、茯苓、桃仁、莲子、干姜、肉豆蔻、诃子、糯米,产毕即泻
56108,加味香连丸,《胎产要诀》卷下。,,黄连5两（切片，用吴茱萸7钱，水2钟，煎汁1钟，浸黄连，炒燥用），厚朴（姜制）6钱，陈皮6钱，木香1两，甘草4钱。,,产后痢疾，赤白脓血，里急后重，腹痛。,米饮送下。如患腹痛后重，先服两次，复将合成之末分2两，加生大黄6钱，研末，醋糊为丸，服之痢减即止。,,胎产要诀,黄连、厚朴、陈皮、木香、甘草,产后 痢不止 脓血 里急后重 肚腹痛
56109,加减养胃汤,《胎产要诀》卷下。,,川芎、当归、藿香、甘草、茯苓、苍术、人参、半夏。,,产后寒热，头痛。,,,胎产要诀,川芎、当归、藿香、甘草、茯苓、苍术、人参、半夏,产后 寒热 头痛
56116,续气回阳汤,《胎产指南》卷七。,,川芎2钱，当归4钱，炙甘草4分，人参3钱，黄耆1钱，白术2钱，陈皮4分，熟地2钱。,,产后气短促，无血块痛者。,,,胎产指南,川芎、当归、甘草、人参、黄芪、白术、陈皮、熟地黄,产后气短 血块
56117,砂香散,《胎产指南》卷七。,,人参、木香、砂仁、黄耆、山药、柏子仁、茯神、远志、枣仁。,,产后身热感风，痰结胸膈，心经蓄热，遍身麻痹，手足牵搐，口?痰盛，言语无伦。,蜜调服。,,胎产指南,人参、木香、砂仁、黄芪、山药、柏子仁、茯神、远志、酸枣仁,产后 遍身壮热 寒邪 结胸 心经蓄热 遍身麻痹 手足挛急 痰盛 言语謇涩
56118,乳香膏,《胎产指南》卷七。,,乳吞5钱，没药5钱。,,产后腰痛、胁痛，不可忍者。皆有败血流入二经，以致作痛。,布摊贴。,,胎产指南,乳香、没药,产后 腰痛 胁痛 败血 作痛
56120,补中益气汤,《胎产指南》卷七。,补中利水汤,人参2钱，白术2钱，茯苓1钱，白芍1钱，陈皮2分，木瓜8分，木通4分，紫苏4分，苍术4分，厚朴4分，大腹皮4分。,健脾利水。,产后水肿。,,补中利水汤（《胎产心法》卷下）。,胎产指南,人参、白术、茯苓、白芍、陈皮、木瓜、木通、紫苏梗、苍术、厚朴、大腹皮,产后 水肿
56121,归脾汤,《胎产指南》卷七。,,橘红、胆星、茯神、杏仁、人参、当归、甘草、半夏、枳实、川芎、柏子仁、五味子、白术、圆眼。,,产后身热感风，痰结胸膈，心经蓄热，以致遍身麻痹，手足牵搐，口?痰盛，言语无伦。,,,胎产指南,橘红、胆星、茯神、杏仁、人参、当归、甘草、半夏、枳实、川芎、柏子仁、五味子、白术、龙眼肉,产后 遍身壮热 寒邪 结胸 心经蓄热 遍身麻痹 手足挛急 痰盛 言语謇涩
56122,加味大造丸,《胎产指南》卷七。,,当归、川芎、熟地、天冬、五味子、杜仲、续断、山药、牛膝、故纸（炒）、小茴（炒）、丹皮、胡桃、人参各等分。,,产后日久，肾虚腰痛。,为丸服。,,胎产指南,当归、川芎、熟地黄、天门冬、五味子、杜仲、续断、山药、牛膝、木蝴蝶、小茴香、牡丹皮、胡桃仁、人参,产后 肾虚腰痛
56123,天麻丸,《胎产指南》卷七。,,天麻5钱，防风5钱，茯神1两，川芎7钱，枣仁1两，羌活7钱，人参1两，远志1两，柏子仁1两，山药1两，麦冬1两，细辛4钱，南星曲9钱，半夏曲9钱，当归6两，石菖蒲8钱。,,产后中风，恍惚语涩，四肢不利。,,,胎产指南,天麻、防风、茯神、川芎、酸枣仁、羌活、人参、远志、柏子仁、山药、麦冬、细辛、天南星、半夏、当归、水菖蒲,产后 中风 恍惚 言语謇涩 四肢不利
56124,葛根汤,《胎产指南》卷一。,,芦根1钱5分，葛根1钱5分，人参1钱，麦冬1钱，知母1钱，竹茹1丸，栀子1钱（炒），葱白3寸。,,孕妇热病，呕吐不食，胸中烦躁。,水煎服。,,胎产指南,芦根、葛根、人参、麦冬、知母、竹茹、栀子、葱白,热病 干呕 饮食不下 心胸烦躁
56125,滋荣易产汤,《胎产指南》卷一。,,人参1钱，川芎1钱，当归3钱，茯苓8分，炙甘草4分，陈皮5分，大腹皮8分，白术8分，黄芩8分，益母草3钱，怀生地2钱。,,凡孕妇至九个月者服之有益。,水煎服。,,胎产指南,人参、川芎、当归、茯苓、甘草、陈皮、大腹皮、白术、黄芩、益母草、鲜地黄,
56126,定肺止嗽饮,《胎产指南》卷一。,,天冬2钱，桔梗4分，紫苏4分，知母1钱，甘草4分。,,孕妇咳嗽，属风属寒者。,,,胎产指南,天门冬、桔梗、紫苏梗、知母、甘草,咳嗽
56127,参知散,《胎产指南》卷一。,,人参1钱，知母1钱，麦冬1钱，栀子仁1钱（炒），甘草5分，条芩5分，蒌仁5分，犀角8分。,,孕妇壅热，心神烦躁，口干渴。,大枣为引。,,胎产指南,人参、知母、麦冬、栀子、甘草、黄芩、栝楼子、犀角,壅热 心神多躁 口干 口干
56128,补中安胎饮,《胎产指南》卷一。,,白术2钱，当归2钱，人参1钱，甘草3分，熟地1钱，黄芩4分，紫苏4分，白芍4分。,,胎漏受胎下血不止，或按月来血点滴。,,,胎产指南,白术、当归、人参、甘草、熟地黄、黄芩、紫苏梗、白芍,胎漏 月经过多
56129,安胎饮,《胎产指南》卷一。,,白术1钱5分，陈皮4分（去白），甘草4分，人参1钱，川芎8分，当归2钱，生地1钱5分，柴胡4分，半夏6分（姜制），升麻4分。,,孕妇脾胃气虚，胎压尿胞而脐腹作胀，或小便淋闭。,加生姜为引，空心屡服。盐汤探吐，则气升尿下行。,,胎产指南,白术、陈皮、甘草、人参、川芎、当归、鲜地黄、柴胡、半夏、升麻,胎压尿胞 脐腹胀闷 小便涩
56130,安胎饮,《胎产指南》卷一。,,白术1钱5分，陈皮4分（去白），甘草4分，人参1钱，川芎8分，当归2钱，生地1钱5分，柴胡4分，半夏6分（姜制），升麻4分。,,孕妇脾胃气虚，胎压尿胞而脐腹作胀，或小便淋闭。,加生姜为引，空心屡服。盐汤探吐，则气升尿下行。,,胎产指南,白术、陈皮、甘草、人参、川芎、当归、鲜地黄、柴胡、半夏、升麻,胎压尿胞 脐腹胀闷 小便涩
56131,补阴大造丸,《胎产指南》卷一。,,紫河车1具，人参2两，当归2两，天冬1两3钱，北五味5钱，杜仲7钱（姜炒），山药8钱，牛膝1两（酒炒），黄柏7钱（盐炒），怀生地2两（自蒸）。,,血虚气弱人，不能摄充精元成胎，或屡堕胎及生子不寿者，或孕后虚热盗汗，食少带多。,每服100丸，空心清汤送下。,,胎产指南,紫河车、人参、当归、天门冬、五味子、杜仲、山药、牛膝、黄柏、鲜地黄,血亏 气弱 成胎 堕胎 虚热 盗汗 饮食不下 带下不止
56132,补母寿子方,《胎产指南》卷一。,,人参1钱（如弱人用2钱），当归2钱，白术2钱，川芎8分，怀生地（自蒸）2钱，条芩2钱，紫苏4分，陈皮4分，甘草4分。,益胎而分娩易，生子精神有寿。,屡产生子无气，或育而不寿，气血虚弱，孕成不安，或得孕数堕。,水煎服。每月服15贴，弱甚者，每日1帖。,,胎产指南,人参、当归、白术、川芎、鲜地黄、黄芩、紫苏梗、陈皮、甘草,屡产 妊而数堕 妊而数堕 气血虚弱 不安 妊而数堕
56136,升膏散,《胎产指南》卷一。,,葛根、石膏、升麻、柴胡、青黛。,,孕妇骨节疼痛。,,,胎产指南,葛根、石膏、升麻、柴胡、青黛,身疼
56147,温经丸,《天津市固有成方统一配本》。,,党参10两，白术（麸炒）10两，茯苓6两，黄耆（炙）4两，干姜4两，川附子（炙）2两，黑郁金4两，厚朴（姜炙）2两，肉桂6两，吴茱萸（甘草水炙）4两，沉香2两。,温经散寒，养血止痛。,妇女气虚血寒，子宫虚冷，月经不调，血色暗淡，经期腹痛；及寒湿带下。,每服1丸，温开水送服。1日2次。,,天津市固有成方统一配本,党参、白术、茯苓、黄芪、干姜、附子、郁金、厚朴、肉桂、吴茱萸、沉香,阴中冷 月经不调 血色暗淡 经前腹痛 寒湿带下
56193,香附胶艾丸,《同寿录》卷三。,,香附米（陈醋煮，炒干，净末）12两，元胡索2两，川芎2两，当归身（酒浸洗，烘干，净末）2两，白芍药（净末）2两，蕲艾叶（去梗，醋煮，焙干，净末）2两，生地3两（酒蒸熟，细研为膏，勿犯铁器），阿胶（蛤粉炒成珠，净末）2两。,安胎。,常半产者。,每服80丸，空心米汤送下。,,同寿录,香附、新疆延胡索、川芎、当归、白芍、艾叶、鲜地黄、阿胶,流产
56194,香附丸,《同寿录》卷三。,,香附米（童便浸1宿，醋煮3次，晒干，炒，为末）4两，当归（酒洗）1两，生地（酒洗）1两，熟地（9蒸酒煮）1两，川芎（酒洗）1两，白芍（酒炒）1两，黄芩（酒炒）1两5钱，白术（土炒）2两，陈皮（去白）1两，小茴香5钱（炒）。,,妇人百病。,每服80-90丸，空心清米汤送下。,,同寿录,香附、当归、鲜地黄、熟地黄、川芎、白芍、黄芩、白术、陈皮、小茴香,
56195,茯苓半夏汤,《同寿录》卷三。,,半夏1钱5分，白术1钱，白茯苓1钱，甘草5分，陈皮6分，缩砂仁8分。,,恶阻，呕吐不止者。,研，水煎服。,,同寿录,半夏、白术、茯苓、甘草、陈皮、砂仁,妊娠呕恶冲逆 干呕
56196,胜金丹,《同寿录》卷三。,,川乌（去皮）1两，草乌5钱（去皮，俱用醋煮，去麻辣为度，焙干听用），当归（酒洗）1两，生熟地1两，白芍1两，大茴（去核）1两，苍术1两，粉甘草1两，血竭1两，香附（4制）1两，木香（不见火）5钱，何首乌（9制）5钱，白术5钱，桔梗5钱，防风5钱，天麻5钱，荆芥穗5钱，白芷5钱，两头尖5钱，金毛狗脊（去毛净）5钱，川芎5钱，细辛5钱，人参2两7钱。,,胎前产后一切女科诸症。,每服1钱，汤、酒任下。,,同寿录,乌头、圆节山蚂蝗、当归、熟地黄、白芍、红茴香根、苍术、甘草、血竭、香附、木香、何首乌叶、白术、桔梗、防风、天麻、荆芥、白芷、竹节香附、狗脊、川芎、细辛、人参,产后
56197,保产无忧丸,《同寿录》卷三。,,当归（酒洗）1两5钱，真川芎1两3钱，川羌活5钱，真蕲艾7钱，荆芥穗8分，黄耆8钱，白芍药1两3钱（炒，如冬月只用1两），川贝母1两，紫厚朴7钱（姜汁拌炒），枳壳6钱（麸炒），菟丝子1两4钱（水洗净），益母草1两5钱（忌见铁），甘草5钱。,,难产或数日不下，或临月腰疼，步履不安，不能足月，或横生倒生，或血晕血迷或儿枕作痛，乳汁不通，或血崩漏胎。,每服3钱，白汤送下。,,同寿录,当归、川芎、羌活、千年艾、荆芥、黄芪、白芍、川贝母、厚朴、枳壳、菟丝子、益母草、甘草,难产 腰腿痠疼 步履不安 横生倒生 血晕 血迷 作痛 不乳出 血崩 胎漏
56204,乌金益母丸,《同寿录》卷三。,,益母草1斤（捶，晒，端午日收者佳），当归身4两（酒洗），川芎3两（酒炒），白芍2两（炒黑色）。,,妇人思虑气恼，变生多疾，劳伤冲任，崩淋带下，手足酸软，经脉不调，子宫恶疾，产后月余淋沥不止，或脐腹绞痛，血晕，神昏虚弱。,白汤调下；参汤调服更妙。,,同寿录,益母草、当归、川芎、白芍,思虑气恼 冲任不固 崩中漏下 带下 手足烦倦 月经不调 子宫恶疾 产后 淋沥不断 肚腹痛 血晕 神昏 元气虚惫
56207,神机万灵膏,《同寿录》卷四。,,真麻油4斤，槐2枝，柳2枝，桃2枝，榴2枝，椿2枝，杏2枝，楮树枝2枝，两头尖2两，白芷2两，赤芍2两，大黄2两，川连2两，人参2两，穿山甲2两，白芍2两，草乌2两，苦参2两，川芎2两，当归2两，杏仁1两，生地1两，川椒1两，胎发1两，槐子1两，黄柏（去皮）1两，熟地1两，巴豆（去皮壳）120粒，木鳖子（去皮壳）50个，蓖麻子仁120个（去皮壳）。,,五劳七伤；肩背腰膝两足寒湿疼痛，脚气穿心疼痛；男子阳痿不起，阴痿瘦弱，遗精白浊，元气虚冷，女人子宫冷闭，赤白带下；赤白痢疾；痞块；左瘫右痪；偏正头风、头痛；舌胀；酒后呕吐，酒积，转食，暗风；风寒、风热咳嗽，痨病；胸膈不利，气喘不息；妇女月经不通；胎不安；伤寒，走黄结胸，兼赤白痢；打扑血凝；犬咬及蛇蝎伤；痈疽、发背、疔疮，一切无名肿毒初起；干湿疥癣，瘙痒，风疹；癞疮肿痛；疮疖；小儿癖疾等。,用时取少许，隔汤炖化，量大小摊贴。五劳七伤，贴肺俞、肩井并三里、曲池穴，火烘双手熨百余下；肩背腰膝两足寒湿疼痛，脚气穿心疼痛，贴患处；男子阳痿不起，阴痿瘦弱，遗精白浊，元气虚冷，女人子宫冷闭，赤白带下，贴两阴交穴、关元穴；男女赤白痢疾，贴丹田穴，膏内加入捣细木鳖1个；男女痞决，先用面作圈围痞处，圈内入皮消1两，用重纸盖，上以熨斗盛火熨之，令纸热透进，然后去消并面圈，将膏贴患处，火烘双手熨百余下，令汗出，膏内加捣细木鳖1个；左瘫右痪，加捣细木鳖1个，贴丹田穴，仍服此药3丸，好酒送下；偏正头风，头痛，贴脐内；舌胀，贴心中肺俞并心坎下3寸；酒后呕吐，酒积、转食、暗风，贴肺俞兼心坎下2寸许；风寒、风热咳嗽、痨病，贴肺俞穴；胸膈不利，气喘不息，贴肺俞穴；妇女月经不通，贴陶康二穴骨上；胎不安，先将此膏贴脐内，再用一膏加入捣细木鳖1个，贴丹田穴；春三月患伤寒，或已过日期，用此膏贴脐上心坎下，如未过日期，用此膏2两半，贴脐中，手熨令汗出；夏三月伤寒，走黄结胸，用此膏2两，贴心坎下；秋三月伤寒，兼赤白痢，用此膏2两，贴脐中；冬三月伤寒，兼赤白痢，用此膏2两半，贴脐中；打扑血凝，贴疼处，手熨热即止；犬咬及蛇、蝎伤，贴伤处，不必熨；痈疽，发背、疔疮，一切无名肿毒，初起1-2日内，贴患处，手熨出汗即消，若4-5日肿硬有脓，亦以此贴之，易于出脓收口；干湿疥癣、瘙痒、风疹，贴脐中，手熨出汗即安；癞疮肿痛，膏内加捣细木鳖1个，贴脐中，手熨出汗即愈；凡疮疖，随大小贴之；小儿癖疾，以此贴患处，手熨觉腹热即止，或贴脐上亦可；此膏能治万病，皆对患处及脐中贴之，无不应验，贴后火烘双手熨百余下更妙。,,同寿录,麻油、楮茎、竹节香附、白芷、赤芍、大黄、黄连、人参、穿山甲、白芍、圆节山蚂蝗、苦参、川芎、当归、杏仁、鲜地黄、花椒、血余、槐角、黄柏、熟地黄、巴豆、木鳖子、蓖麻子,五劳 寒湿 疼痛 风湿脚气 心疼 瘦弱 小便浊败 下元虚冷 阴中冷 赤白带下 赤白痢 痞积 左瘫右痪 偏正头风 头痛 舌肿 干呕 食滞 寒邪 热毒 咳嗽 咽膈不利 喘促 月经不通 动胎 伤寒 走黄 结胸 血结 痈 痈疽发背 疔疮 无名肿毒 干湿疥癣 瘙痒 风疹 癞疮 肿痛 疖
56220,太乙保安膏,《同寿录》卷四。,,羌活1两5钱，僵蚕1两5钱，草乌1两5钱，独活3两，川乌3两，麻黄3两，桂枝3两，乌药3两，防风3两，当归3两，良姜3两，荆芥3两，小枫藤3两，闹羊花4两。。,,五劳七伤，筋骨疼痛，腰脚软弱；男子遗精白浊；女子赤白带下，月经不调，崩漏；痰喘咳嗽，痢疾疟疾，寒湿脚气，偏正头风，小肠疝气；以及无名肿毒，瘰疬臁疮，跌打损伤等。,五劳七伤，遍身筋骨疼痛，腰脚软弱，贴两膏肓穴，两肾俞穴，两三里穴；痰喘气急，咳嗽，贴肺俞穴、华盖穴、膻中穴；左瘫右痪，手足麻木，贴两肩井穴，两曲池穴；男子遗精白浊，女子赤白带下，月经不调，崩漏，贴两阴交穴、关元穴；赤白痢疾，贴丹田穴；疟疾，男贴左臂，女贴右臂；腰疼，贴命门穴；小肠疝气，贴膀胱穴；偏正头风，贴风门穴；心气疼痛，贴中脘穴；走气，贴两章门穴；寒湿脚气，贴两三里穴；风气痛，贴痛处。凡一切无名肿毒，瘰疬臁疮，杨梅顽疮，跌打损伤，痞块等症，不必寻穴，贴本病患处即愈。,,同寿录,羌活、白僵蚕、圆节山蚂蝗、独活、乌头、麻黄、桂枝、乌药、防风、当归、高良姜、荆芥、地锦、闹羊花,五劳 身疼 腰酸腿软 小便浊败 赤白带下 月经不调 崩中漏下 痰喘 咳嗽 痢不止 疟 寒湿 风湿脚气 偏正头风 疝气 无名肿毒 瘰疬 臁疮 跌打损伤
56247,万应丹,《同寿录》卷一。,,乌药113两，防风113两，紫苏113两，半夏113两，川芎113两，厚朴113两，香附113两，白芷113两，甘草45两，枳壳45两，青皮40两，麦芽40两，白蔻75两，朱砂80两，草果37两5钱，神曲1048两。,,中风中寒，中气中暑，口眼歪邪，牙关紧闭，不省人事；红白痢疾，水泻疟疾，霍乱吐泻，腹痛转筋，山岚瘴气，吐酸，伤食生冷，胃口停痰，胸膈胀闷，不思饮食；远方不服水土，作泻，心痛，恶心；四时感冒伤寒，头疼发热，遍身疼痛，恶寒无汗，伤风咳嗽；妇人产后昏迷，恶露不尽；小儿急慢惊风。,每服3钱，小儿每服1钱，淡姜汤送下。,,同寿录,乌药、防风、紫苏梗、半夏、川芎、厚朴、香附、白芷、甘草、枳壳、青皮、麦芽、白蔻、朱砂、草果、神曲,中风 阴户中寒 中热 口眼歪邪 牙关紧闭 昏迷不省 赤白痢 水泻 疟 霍乱 吐泻 肚腹痛 小腿转筋 山岚瘴气 吞酸 伤食生冷 胃口停痰 胸中胀满 饮食不下 不服水土 作泻 血气冲心痛 恶心 感冒 伤寒 头痛 遍身壮热 身疼 阴寒 无汗 感冒 咳嗽 产后 神昏 恶露未尽 小儿惊痫
56264,桑椹膏丸,《外科百效》卷二。,,陈皮、半夏、茯苓、当归、川芎、白芍、熟地、牡蛎、龙骨、甘草、丹参、神曲。,,妇人瘰疬，经闭无潮者。,每服50丸，温酒送下。,,外科百效,陈皮、半夏、茯苓、当归、川芎、白芍、熟地黄、牡蛎、龙骨、甘草、丹参、神曲,瘰疬 月经不通
56358,金黄散,《外科传薪集》。,,天花粉1两，黄柏5两，姜黄5钱，大黄5钱，白芷5钱，紫川朴2两，陈皮2两，甘草2两，苍术2两，天南星2两。,,痈疽发背，诸般疔疮，跌仆，湿痰流注，大头时肿，漆疮火丹，风热天泡，肌肤赤肿，干湿脚气，妇女乳痈，小儿丹毒等。,凡遇红肿，及夏月火令时，用茶汤同蜜水调敷；如微热欲作脓者，以葱汤同蜜水调敷；如漫肿无头，皮色不变，附骨痈疽、鹤膝等，俱以葱酒并调；如天泡、火赤游丹、黄水疮，俱以板兰根叶捣汁调和；烫伤，麻油调；其次诸引，又在临用之际，顺合天时调，窥病势也。,,外科传薪集,天花粉、黄柏、姜黄、大黄、白芷、厚朴、陈皮、甘草、苍术、天南星,痈疽发背 疔疮 跌仆 湿痰下注 流注 大头时肿 漆疮 热毒 肌肤赤肿 风湿脚气 乳痈 丹毒
56376,回阳散,《外科传薪集》。,,煨姜3两，肉桂5钱，赤芍（炒）3两，南星1两，草乌（炒）3两，白芷1两。,,痛疽阴疮，皮色不变，漫肿无头，坚硬疼痛，风痹脚气，手足麻木，筋骨不舒，寒热流注，鹤膝风。,以热酒调敷。,,外科传薪集,生姜、肉桂、赤芍、天南星、圆节山蚂蝗、白芷,痛疽阴疮 漫肿无头 坚硬疼痛 风痹 风湿脚气 脚手痹顽 筋骨不舒 寒热 流注 鹤膝风
