主治,功能团
"['饮食不下', '干呕', '月经不通', '寒热', '头痛', '恶心', '腹中', '脚手痹顽', '误食生冷']","[['饮食不下', '月经不通'], ['月经不通', '寒热'], ['寒热', '头痛'], ['饮食不下', '寒热'], ['饮食不下', '干呕'], ['干呕', '寒热'], ['干呕', '头痛'], ['干呕', '恶心'], ['饮食不下', '干呕', '寒热'], ['干呕', '寒热', '头痛'], ['饮食不下', '月经不通', '寒热']]"
"['咳嗽', '痰盛', '遍身麻痹']",[]
"['遍身壮热', '渐渐羸瘦', '结生瘕聚', '喘促', '疟', '盗汗', '腹中', '虚劳', '精神不守', '肌黄形瘦', '四肢烦倦', '痰喘', '胃虚', '大便时溏', '相火', '妄动']","[['渐渐羸瘦', '结生瘕聚']]"
['不育'],[]
"['饮食不下', '月经不调', '眩晕', '头目眩晕', '腹中疼痛', '肢节无力', '面色黄青', '胸膈', '耳内虚鸣', '心热', '淋沥不断', '眼目昏花', '血海虚冷', '带浊', '带浊', '肌肉陷下']","[['肢节无力', '面色黄青'], ['月经不调', '眩晕'], ['饮食不下', '头目眩晕'], ['饮食不下', '肢节无力'], ['饮食不下', '月经不调'], ['眩晕', '头目眩晕'], ['眩晕', '眼目昏花'], ['眩晕', '耳内虚鸣']]"
"['遍身壮热', '阴寒', '心腹胀满']","[['遍身壮热', '阴寒']]"
"['不育', '流产']",[]
['月经不通'],[]
"['妊娠', '言语謇涩', '口急', '昏迷不省']","[['口急', '昏迷不省']]"
"['产后', '有汗', '郁冒']",[]
"['疼痛', '喘促', '浮肿', '肚腹膨胀']",[]
['痰饮'],[]
"['月经不调', '遍身壮热', '作痛', '腹中结块', '白带频下']",[]
['带下'],[]
"['心热', '肌骨蒸热']",[]
"['赤白带下', '阴中冷', '半身不遂', '疝气', '痞积', '下元虚冷', '腰胯疼痛', '久不坐胎', '单腹胀满']","[['赤白带下', '阴中冷']]"
"['阴蚀疮', '发寒热']",[]
"['产后', '言语謇涩', '恶露未尽', '神昏', '半身不遂', '口眼歪斜', '痰迷']","[['产后', '恶露未尽'], ['言语謇涩', '半身不遂']]"
"['干呕', '月经不通', '遍身壮热', '涩', '腹刺痛', '下元虚冷', '经寒', '弦数', '久不坐胎', '上热']",[]
"['气逆', '不和', '气痛', '嗳气']",[]
['结生瘕聚'],[]
['气痛'],[]
"['饮食不下', '月经不调', '遍身壮热', '寒热', '咳嗽', '口干', '头目眩晕', '盗汗', '胸中胀满', '作痛', '潮热', '心热', '小便短赤', '热痛', '作渴', '痰气', '足痿', '上壅']","[['寒热', '咳嗽'], ['寒热', '口干'], ['饮食不下', '头目眩晕'], ['饮食不下', '寒热'], ['遍身壮热', '咳嗽'], ['饮食不下', '月经不调'], ['遍身壮热', '口干'], ['咳嗽', '口干'], ['月经不调', '寒热'], ['寒热', '头目眩晕'], ['遍身壮热', '咳嗽', '口干'], ['饮食不下', '寒热', '头目眩晕'], ['饮食不下', '月经不调', '寒热'], ['寒热', '咳嗽', '口干']]"
"['肚腹痛', '产后滞血']",[]
"['妊娠', '月经过多', '癥块']","[['妊娠', '月经过多']]"
"['产后', '郁冒']",[]
"['漏血不止', '月经先期']",[]
"['妊娠', '肚腹痛', '血下']","[['妊娠', '肚腹痛']]"
['月经后期'],[]
"['干呕', '恶心', '昏迷不省', '气滞不行', '燥渴']","[['干呕', '恶心']]"
"['饮食不下', '遍身壮热', '带下', '肢体怠情', '盗汗', '冲任不固', '惊悸', '不睡', '怔忡不宁', '痔疮', '多忘', '心肾不交', '肠红', '三阴亏损', '疟疾不愈', '精血虚损']",[]
"['赤白带下', '月经过多', '冲任不固', '带脉失司']",[]
"['月经不调', '赤白带下', '肌黄形瘦', '诸虚百损']","[['月经不调', '赤白带下']]"
"['饮食不下', '肚腹痛', '月经不调', '赤白带下', '不育', '妇人血气', '腰痠', '瘦弱']","[['赤白带下', '不育'], ['饮食不下', '月经不调'], ['肚腹痛', '月经不调'], ['月经不调', '不育'], ['月经不调', '赤白带下'], ['月经不调', '赤白带下', '不育']]"
"['咳嗽', '眼目昏花', '肌肤甲错']",[]
"['产后', '月经不通', '疼痛', '阴中冷', '无力', '经前腹痛', '带下不止', '腰痠']","[['月经不通', '疼痛']]"
"['产后', '月经不调', '月经不调', '动胎', '不育', '难产', '恶露未尽', '血晕', '胎衣不下', '骨蒸潮热', '死胎不出']","[['产后', '血晕'], ['难产', '胎衣不下'], ['血晕', '胎衣不下'], ['难产', '死胎不出'], ['产后', '恶露未尽'], ['月经不调', '不育'], ['恶露未尽', '血晕'], ['难产', '血晕'], ['难产', '血晕', '胎衣不下'], ['产后', '恶露未尽', '血晕']]"
"['眩晕', '元气虚惫', '冲任不固', '眼目昏花', '带下不止', '四肢痠痛']","[['眩晕', '眼目昏花']]"
"['月经不调', '赤白带下', '不育', '阴中冷']","[['赤白带下', '不育'], ['月经不调', '不育'], ['月经不调', '阴中冷'], ['不育', '阴中冷'], ['月经不调', '赤白带下'], ['赤白带下', '阴中冷'], ['赤白带下', '不育', '阴中冷'], ['月经不调', '赤白带下', '阴中冷'], ['月经不调', '赤白带下', '不育'], ['月经不调', '不育', '阴中冷'], ['月经不调', '赤白带下', '不育', '阴中冷']]"
"['产后', '月经不调', '赤白带下', '中风', '不育', '结生瘕聚', '阴中冷', '半身不遂', '经前腹痛', '诸风瘫痪', '色淡']","[['赤白带下', '不育'], ['产后', '中风'], ['月经不调', '不育'], ['月经不调', '阴中冷'], ['不育', '阴中冷'], ['月经不调', '赤白带下'], ['赤白带下', '阴中冷'], ['赤白带下', '不育', '阴中冷'], ['月经不调', '赤白带下', '阴中冷'], ['月经不调', '赤白带下', '不育'], ['月经不调', '不育', '阴中冷'], ['月经不调', '赤白带下', '不育', '阴中冷']]"
"['产后', '月经不调', '身疼', '喘促', '恶露未尽', '腰痛', '五劳', '面无色', '胸膈', '食积', '七情内伤', '精滑', '带浊', '跌打损伤', '肿胀', '小儿疳', '饱胀', '九种心痛', '肚痛', '虚浮', '痞塞', '肠红', '砂淋']","[['产后', '恶露未尽']]"
['产前后诸疾'],[]
"['饮食不下', '崩中漏下', '淋', '肌黄形瘦', '诸血', '百骨节痠痛']",[]
"['产后', '肚腹痛', '月经不通', '月经不调', '气滞', '内热', '干血', '血块作痛']","[['产后', '肚腹痛'], ['肚腹痛', '月经不调']]"
"['上攻', '生疮', '咽喉肿痛']",[]
"['成块', '色紫', '色赤', '迫血妄行']",[]
"['带下', '阴中冷', '淋', '肌黄形瘦', '肌骨蒸热']","[['带下', '阴中冷']]"
"['产后', '干呕', '肚腹痛', '月经不调', '赤白带下', '恶心', '血块', '血结', '胸烦', '胁满', '气块']","[['干呕', '肚腹痛'], ['产后', '肚腹痛'], ['肚腹痛', '月经不调'], ['月经不调', '赤白带下'], ['干呕', '恶心'], ['产后', '干呕'], ['产后', '干呕', '肚腹痛']]"
"['肚腹痛', '月经不调', '赤白带下', '血结', '胁胀']","[['肚腹痛', '月经不调'], ['月经不调', '赤白带下']]"
"['瘟疫', '胎气有伤']",[]
['月经后期'],[]
"['带下', '便浊']",[]
['血刺'],[]
['小便数日不通'],[]
"['痢不止', '结生瘕聚']",[]
"['月经过多', '胎漏']","[['月经过多', '胎漏']]"
"['产后', '元气虚惫', '狂言', '发为']",[]
"['产后', '饮食不下', '饮食不下', '胸中胀满', '发寒热']","[['产后', '饮食不下']]"
"['难产', '气短促', '死胎不出', '产道干涩']","[['难产', '死胎不出']]"
"['月经不通', '腹中疼痛', '潮热']",[]
['血块'],[]
"['产后', '言语不得']",[]
['产后虚汗不止'],[]
['月经不通'],[]
"['喘促', '外感', '腹大']",[]
['妊娠呕恶冲逆'],[]
"['妊娠', '寒邪']",[]
['气血虚损'],[]
"['月经过多', '流产']",[]
"['饮食不下', '腹中疼痛', '渐渐羸瘦', '四肢烦疼', '带下不止']","[['饮食不下', '渐渐羸瘦'], ['渐渐羸瘦', '四肢烦疼']]"
"['月经不调', '肌体羸瘦', '腹刺痛', '成块']","[['月经不调', '肌体羸瘦']]"
"['月经不调', '赤白带下', '不育', '腹中疼痛', '肢节无力', '久冷']","[['赤白带下', '不育'], ['月经不调', '不育'], ['月经不调', '赤白带下'], ['月经不调', '赤白带下', '不育']]"
"['产后', '恶心']",[]
['带下'],[]
"['寒热', '头痛', '感冒', '遍身麻痹']","[['寒热', '头痛']]"
"['月经不通', '遍身壮热', '咳嗽']","[['遍身壮热', '咳嗽']]"
"['月经不调', '赤白带下', '阴中冷', '腹内痛']","[['月经不调', '阴中冷'], ['月经不调', '赤白带下'], ['赤白带下', '阴中冷'], ['月经不调', '赤白带下', '阴中冷']]"
['产后四肢浮肿'],[]
['漏血不止'],[]
"['带下', '小便浊败']",[]
"['气滞', '血结']",[]
"['妊娠', '小便数日不通']",[]
"['不育', '崩中漏下', '堕胎', '小便浊败', '经行无定期', '淋漓不净', '腰胯疼痛', '血虚有寒']",[]
"['产后', '血崩', '血晕']","[['产后', '血晕']]"
"['动胎', '动胎', '胀满']",[]
"['产后', '遍身壮热', '瘀血']","[['产后', '遍身壮热']]"
"['妊娠', '动胎', '冲任不固', '漏血不止', '腹大']","[['妊娠', '动胎']]"
"['咳嗽', '吐血不止', '虚劳']",[]
['月经不调'],[]
['不睡'],[]
"['虚寒', '瘦乏']",[]
"['产后', '血虚发热']",[]
"['热毒', '上攻', '生疮', '口烂', '眼赤', '羞明', '痒痛', '风疮']","[['口烂', '眼赤'], ['热毒', '上攻']]"
"['头痛', '月经过多', '月经过多', '头目眩晕', '血风劳', '身疼', '言语謇涩', '四肢急掣', '疮疥', '眼昏', '肠风', '四肢痠痛', '手足不遂', '皮肤瘙痒', '遍身麻痹']","[['头目眩晕', '血风劳'], ['血风劳', '身疼'], ['头痛', '头目眩晕'], ['头痛', '身疼'], ['血风劳', '四肢急掣'], ['身疼', '四肢急掣'], ['头目眩晕', '身疼'], ['月经过多', '肠风'], ['言语謇涩', '四肢急掣'], ['头目眩晕', '血风劳', '身疼'], ['头痛', '头目眩晕', '身疼'], ['血风劳', '身疼', '四肢急掣']]"
"['难产', '血晕', '痈', '死胎', '疝气', '痈疽发背', '瘰疬', '疖', '肠痈', '肾痈']","[['痈', '痈疽发背'], ['痈疽发背', '瘰疬'], ['痈', '疖'], ['痈', '瘰疬'], ['难产', '死胎'], ['难产', '血晕'], ['血晕', '死胎'], ['痈疽发背', '疖'], ['难产', '血晕', '死胎'], ['痈', '痈疽发背', '瘰疬'], ['痈', '痈疽发背', '疖']]"
"['伤寒', '眩晕', '难产', '气短促', '死胎', '不睡', '手足厥寒', '痰盛', '胃冷', '阴盛']","[['难产', '死胎']]"
"['干呕', '遍身壮热', '痢不止', '伤寒', '大小便不通', '阴寒', '四肢烦疼', '胸中胀满', '寒湿', '有汗', '内热', '手足厥寒', '肠鸣', '腹胁刺痛', '咳喘', '鼻塞声重', '拘急疼痛']","[['遍身壮热', '伤寒'], ['干呕', '痢不止'], ['遍身壮热', '阴寒']]"
"['妊娠', '遍身壮热', '头痛', '伤寒']","[['妊娠', '伤寒'], ['遍身壮热', '头痛'], ['遍身壮热', '伤寒'], ['头痛', '伤寒'], ['妊娠', '遍身壮热'], ['妊娠', '头痛'], ['妊娠', '头痛', '伤寒'], ['妊娠', '遍身壮热', '伤寒'], ['妊娠', '遍身壮热', '头痛'], ['遍身壮热', '头痛', '伤寒'], ['妊娠', '遍身壮热', '头痛', '伤寒']]"
"['产后', '血晕', '恶露不下', '胸中胀满', '死胎', '神昏', '热病', '胀痛']","[['产后', '血晕'], ['血晕', '死胎']]"
"['产后', '血晕', '血瘕']","[['产后', '血晕']]"
"['产后', '肚腹痛', '赤白带下', '难产', '血崩', '结生瘕聚', '死胎', '血瘕', '五淋七疝', '诸血', '五膈']","[['产后', '肚腹痛'], ['难产', '死胎'], ['赤白带下', '血崩']]"
"['产后', '痢不止', '崩中漏下', '久冷']","[['产后', '痢不止']]"
"['饮食不下', '肌体羸瘦', '口烂', '久冷', '产后淋痛', '冷痢']","[['饮食不下', '肌体羸瘦']]"
"['肚腹痛', '大小便不通', '腹内痛', '小便数日不通', '宿食不消', '胁胀痛', '血痢', '血痛']",[]
['寒热'],[]
"['肚腹痛', '脾胃虚弱', '久冷', '冷泻']",[]
"['血亏', '心腹多痛', '产后腹中痛']",[]
"['月经不通', '赤白带下', '血海干涸']",[]
['痰火'],[]
['带下'],[]
"['饮食不下', '恶心']",[]
['膨胀腹满'],[]
"['腰腿痠疼', '元气不足']",[]
"['胀满', '产后伤食']",[]
"['肚腹痛', '胎漏']",[]
['胎漏'],[]
"['妊娠', '月经过多', '心腹疼痛', '短气', '伤胎']","[['妊娠', '月经过多']]"
['难产'],[]
['产后恶露不尽'],[]
"['妊娠', '中风', '痰饮', '昏迷不省', '半身不遂', '脚手痹顽', '壅盛']","[['痰饮', '壅盛'], ['半身不遂', '脚手痹顽']]"
"['产后', '阴门瘙痒']",[]
['产后类中风痉症'],[]
"['妊娠', '胸中胀满', '多怒', '满闷益增']",[]
"['妊娠', '疟', '寒多热少']",[]
"['妊娠', '口干', '心神多躁', '大热壅极']","[['口干', '心神多躁'], ['妊娠', '口干']]"
"['胎漏', '倒经吐衄']",[]
"['妊娠', '眩晕', '头目眩晕', '热毒', '背项强直', '眼昏', '胎气有伤', '腮项肿核', '沉痛']","[['妊娠', '眩晕'], ['胎气有伤', '腮项肿核'], ['眩晕', '头目眩晕']]"
"['产后', '鼓胀']",[]
"['产后', '多怒']",[]
"['妊娠', '赤白痢']",[]
"['难产', '体肥禀厚']",[]
"['妊娠', '动胎', '月经过多', '跌打损伤']","[['妊娠', '月经过多'], ['妊娠', '动胎'], ['动胎', '月经过多'], ['妊娠', '动胎', '月经过多']]"
"['妊娠', '疟', '寒邪', '营卫虚弱', '脾胃不足']",[]
"['胎漏', '倒经吐衄']",[]
"['妊娠', '动胎', '气血虚弱', '子宫虚惫', '不安欲堕']","[['妊娠', '动胎']]"
"['气逆', '凑心', '胎热', '子悬']",[]
['干呕'],[]
"['妊娠', '动胎', '气血虚弱', '子宫虚惫', '不安欲堕']","[['妊娠', '动胎']]"
"['妊娠', '流产', '气血虚弱', '血脏宿冷', '腰痛下血', '侵损荣卫', '情欲相扰', '病患相感', '精血攻冲']","[['侵损荣卫', '精血攻冲'], ['侵损荣卫', '病患相感'], ['腰痛下血', '情欲相扰'], ['腰痛下血', '精血攻冲'], ['侵损荣卫', '情欲相扰'], ['腰痛下血', '病患相感'], ['腰痛下血', '侵损荣卫'], ['情欲相扰', '病患相感'], ['情欲相扰', '精血攻冲'], ['病患相感', '精血攻冲'], ['侵损荣卫', '病患相感', '精血攻冲'], ['腰痛下血', '情欲相扰', '病患相感'], ['腰痛下血', '侵损荣卫', '病患相感'], ['侵损荣卫', '情欲相扰', '病患相感'], ['腰痛下血', '侵损荣卫', '精血攻冲'], ['腰痛下血', '病患相感', '精血攻冲'], ['侵损荣卫', '情欲相扰', '精血攻冲'], ['情欲相扰', '病患相感', '精血攻冲'], ['腰痛下血', '情欲相扰', '精血攻冲'], ['腰痛下血', '侵损荣卫', '情欲相扰'], ['腰痛下血', '侵损荣卫', '情欲相扰', '病患相感'], ['腰痛下血', '侵损荣卫', '病患相感', '精血攻冲'], ['腰痛下血', '侵损荣卫', '情欲相扰', '精血攻冲'], ['侵损荣卫', '情欲相扰', '病患相感', '精血攻冲'], ['腰痛下血', '情欲相扰', '病患相感', '精血攻冲'], ['腰痛下血', '侵损荣卫', '情欲相扰', '病患相感', '精血攻冲']]"
"['妊娠', '腹中疼痛', '赤白痢', '心下胀满']",[]
"['妊娠', '咳嗽', '吐血不止', '子嗽']",[]
"['妊娠', '腹中疼痛', '赤白痢', '心腹满急']",[]
"['妊娠', '头面肿满', '脾胃虚弱', '子肿', '四肢有水气']",[]
"['妊娠', '气短促', '胸烦', '腿漆浮肿', '脚面足趾水出']","[['腿漆浮肿', '脚面足趾水出']]"
"['妊娠', '口急', '吐血不止', '背项强直', '衄血', '产后类中风痉症', '被伤失血']","[['口急', '背项强直'], ['吐血不止', '衄血']]"
"['妊娠', '头痛', '寒邪', '胸腹妨闷', '憎寒发热', '眼痛']","[['妊娠', '头痛']]"
"['妊娠', '肚腹痛', '小腹重坠']","[['妊娠', '肚腹痛']]"
"['妊娠', '肚腹痛', '遍身壮热', '动胎', '精神不守', '元气不足']","[['肚腹痛', '动胎'], ['肚腹痛', '遍身壮热'], ['妊娠', '肚腹痛'], ['妊娠', '遍身壮热'], ['妊娠', '动胎'], ['妊娠', '肚腹痛', '动胎'], ['妊娠', '肚腹痛', '遍身壮热']]"
"['妊娠', '寒邪', '子嗽']",[]
"['妊娠', '小便中带血']",[]
"['妊娠', '痰喘', '子嗽', '火乘肺金']",[]
"['言语謇涩', '痰饮', '口急', '昏迷不省', '背项强直', '手足挛急', '壅盛', '子痫']","[['口急', '背项强直'], ['痰饮', '壅盛'], ['口急', '昏迷不省']]"
"['妊娠', '难产', '体肥禀厚']",[]
"['妊娠', '腹内痛', '霍乱', '吐泻']","[['霍乱', '吐泻']]"
"['妊娠', '动胎', '气血虚弱', '子宫虚惫']","[['妊娠', '动胎']]"
"['产后', '气血', '霍乱', '冲任不固', '吐泻', '不调', '脏腑虚损', '冷热', '阴阳不和', '血痛', '邪正相搏']","[['气血', '冲任不固'], ['不调', '冷热'], ['霍乱', '吐泻']]"
"['产后', '饮食不下', '干呕', '干呕']","[['产后', '饮食不下'], ['饮食不下', '干呕'], ['产后', '干呕'], ['产后', '饮食不下', '干呕']]"
"['产后气短', '肺气喘']",[]
"['产后', '乳痈', '乳痈']",[]
['产后虚汗不止'],[]
['产后类中风痉症'],[]
"['产后', '神昏', '妄言', '妄言', '气血两亏', '无块', '睡中呢喃']",[]
"['产后', '鼓胀']",[]
"['产后百损', '腹中', '小便利数', '冷气']",[]
"['产后', '身疼', '腹内痛']",[]
"['产后', '饮食不下', '寒热', '咳嗽', '口干', '口干', '难产', '喘促', '胸中胀满', '胎衣不下', '心腹多痛', '四肢肿', '眼目昏花', '四肢痠痛', '死胎不出', '心闷', '寒热如疟', '鼻衄', '失音不语', '津枯', '痰壅喉音不清', '血邪', '小便短涩', '败血如肝', '腰痛如角攻', '绕顶生疮']","[['寒热', '咳嗽'], ['难产', '胎衣不下'], ['寒热', '口干'], ['难产', '死胎不出'], ['产后', '饮食不下'], ['饮食不下', '寒热'], ['咳嗽', '喘促'], ['产后', '寒热'], ['喘促', '四肢肿'], ['咳嗽', '口干'], ['产后', '饮食不下', '寒热'], ['寒热', '咳嗽', '口干']]"
"['产后', '心腹胀']",[]
"['产后', '口干', '大小便不通', '潮热', '有汗']",[]
"['产后', '月经不通', '肌体羸瘦', '疟', '盗汗', '自汗', '心神恍惚', '虚火', '咳血', '咯血', '往来寒热', '起居不时', '痨症', '嗜欲无节', '真阴耗竭']","[['盗汗', '自汗'], ['咳血', '咯血'], ['月经不通', '肌体羸瘦']]"
"['产后', '诸风瘫痪']",[]
"['产后', '多倦', '汗出', '形色俱脱']",[]
"['产后', '痢不止', '不止', '胎产久泻']","[['产后', '痢不止']]"
"['产后', '痢不止', '痢不止', '脾泄']","[['产后', '痢不止']]"
"['产后', '干呕', '血气不足']","[['产后', '干呕']]"
"['产后', '饮食不下', '干呕', '血结']","[['产后', '饮食不下'], ['饮食不下', '干呕'], ['产后', '干呕'], ['产后', '饮食不下', '干呕']]"
"['产后四肢浮肿', '皮肤光莹']",[]
"['产后', '口干', '大小便不通']",[]
"['产后', '小便淋露不止', '伤脬']",[]
"['产后', '气血', '妄言', '上焦', '睡中呢喃', '视听言动虚妄']","[['睡中呢喃', '视听言动虚妄']]"
"['淋', '产后小便数']",[]
"['产后', '寒邪', '昏迷不省', '身如角弓反张', '口眼歪斜', '手足搐搦', '舌瘖不语', '痰涎上涌', '经络不和', '眼目上视']","[['身如角弓反张', '口眼歪斜']]"
"['产后', '遍身壮热', '头痛', '阴寒', '气血', '外感', '阴阳不和', '胸胁疼']","[['产后', '头痛'], ['遍身壮热', '头痛'], ['产后', '遍身壮热'], ['遍身壮热', '阴寒'], ['产后', '遍身壮热', '头痛']]"
"['产后', '言语謇涩', '喘促', '气短促', '冲任不固', '血脱', '气无倚仗']",[]
"['产后', '伤寒', '四肢急掣', '口急', '背项强直', '阴竭', '阳微', '汗多不止', '牙噤发搐']","[['阳微', '汗多不止'], ['阳微', '牙噤发搐'], ['口急', '背项强直'], ['汗多不止', '牙噤发搐'], ['阳微', '汗多不止', '牙噤发搐']]"
"['产后', '肚腹痛']","[['产后', '肚腹痛']]"
"['产后', '饮食不下', '肢体怠情', '脾气受伤', '脾转运滞', '多食厚味', '痞塞嗳酸']","[['脾气受伤', '脾转运滞'], ['脾气受伤', '多食厚味'], ['产后', '饮食不下'], ['脾气受伤', '痞塞嗳酸'], ['脾转运滞', '痞塞嗳酸'], ['脾转运滞', '多食厚味'], ['多食厚味', '痞塞嗳酸'], ['脾气受伤', '脾转运滞', '痞塞嗳酸'], ['脾气受伤', '脾转运滞', '多食厚味'], ['脾气受伤', '多食厚味', '痞塞嗳酸'], ['脾转运滞', '多食厚味', '痞塞嗳酸'], ['脾气受伤', '脾转运滞', '多食厚味', '痞塞嗳酸']]"
['产后淋痛'],[]
"['产后', '血崩', '有汗']",[]
"['产后', '遍身壮热', '头痛', '咳嗽', '阴寒', '感冒', '鼻塞多嚏', '声重']","[['产后', '头痛'], ['遍身壮热', '头痛'], ['产后', '遍身壮热'], ['遍身壮热', '咳嗽'], ['遍身壮热', '阴寒'], ['产后', '遍身壮热', '头痛']]"
"['产后', '月经不通', '发为', '肠痈', '营卫不调', '瘀而为毒', '血衰血阻']","[['营卫不调', '血衰血阻'], ['瘀而为毒', '血衰血阻'], ['营卫不调', '瘀而为毒'], ['营卫不调', '瘀而为毒', '血衰血阻']]"
"['产后', '痨症']",[]
"['月经不通', '头痛', '产后百损', '寒邪', '涕唾稠粘', '腥臭', '鼻流黄涕', '畏风', '脑痛如破', '髓海空虚']","[['脑痛如破', '髓海空虚'], ['畏风', '脑痛如破'], ['畏风', '髓海空虚'], ['畏风', '脑痛如破', '髓海空虚']]"
"['小便短赤', '产后淋痛', '眼黄', '汗黄']","[['眼黄', '汗黄']]"
"['产后', '元气虚惫', '乳痈', '乳痈']",[]
"['产后', '痢不止']","[['产后', '痢不止']]"
['产毕即泻'],[]
"['产后', '类疟']",[]
"['产后', '饮食不下', '干呕']","[['产后', '饮食不下'], ['饮食不下', '干呕'], ['产后', '干呕'], ['产后', '饮食不下', '干呕']]"
"['产后', '血崩', '血崩', '鸡卵大块']",[]
"['产后', '热毒', '乳痈', '流注', '肿毒', '阴毒']",[]
"['产后四肢浮肿', '皮肤光莹']",[]
"['产后', '饮食不下', '咳嗽', '口干', '口干', '难产', '喘促', '胸中胀满', '胎衣不下', '心腹多痛', '眼目昏花', '四肢痠痛', '死胎不出', '心闷', '寒热如疟', '鼻衄', '失音不语', '津枯', '痰壅喉音不清', '血邪', '小便短涩', '血入四肢', '败血如肝', '腰疼如角弓', '绕项生疮']","[['难产', '胎衣不下'], ['难产', '死胎不出'], ['产后', '饮食不下'], ['咳嗽', '喘促'], ['咳嗽', '口干']]"
"['产后', '患疟', '素虚']","[['患疟', '素虚']]"
['沥干不下'],[]
"['死胎不出', '横生逆产']","[['死胎不出', '横生逆产']]"
"['死胎', '横生逆产']",[]
"['产后', '产后', '产后', '产后', '产后', '产后', '产后', '产后', '产后', '月经不通', '动胎', '咳嗽', '月经过多', '不育', '血崩', '盗汗', '恶露不下', '胎衣不下', '外感', '胎漏', '虚羸', '不乳出', '经前腹痛', '经行无定期', '虚烦', '凑心', '横生逆产', '交骨不开', '厥逆', '倒经吐衄', '子宫不收', '血厥', '胃气痛', '血块作痛', '魂魄不安']","[['月经过多', '血崩'], ['月经过多', '胎漏'], ['动胎', '月经过多']]"
"['产后', '痢不止', '血块']","[['产后', '痢不止']]"
['胎前怔忡'],[]
"['饮食不下', '月经不通', '眩晕', '腹中疼痛', '眼目昏花', '腹中结块']","[['饮食不下', '月经不通'], ['眩晕', '眼目昏花']]"
"['遍身壮热', '咳嗽', '气急', '经期衄血']","[['遍身壮热', '咳嗽']]"
['胎前动红'],[]
"['干呕', '肚腹痛', '月经过多', '带下', '头目眩晕', '头目眩晕', '恶心', '月经后期', '口臭']","[['肚腹痛', '月经过多'], ['干呕', '肚腹痛'], ['干呕', '恶心']]"
"['月经不通', '元气虚惫', '血结', '腹大']",[]
"['产后', '元气虚惫', '四肢肿', '败血']",[]
['难产'],[]
"['气血', '胎漏', '下元不固', '胎中有热']",[]
"['妊娠', '中风', '口急', '手足挛急', '昏闷', '卒倒']","[['中风', '口急']]"
"['衄血', '妊娠中恶', '心腹绞急切痛', '不可按摩']","[['心腹绞急切痛', '不可按摩']]"
"['身疼', '热病']",[]
"['头面肿满', '久泻']",[]
"['妊娠', '霍乱']",[]
"['作痛', '上攻', '心腹胀满']",[]
"['中风', '口急', '背项强直', '衄血', '失色']","[['口急', '背项强直'], ['中风', '口急']]"
"['产后', '妊娠', '肾虚腰痛', '胎气不充']",[]
"['妊娠', '肚腹痛', '赤白痢', '秽污不尽']","[['妊娠', '肚腹痛']]"
"['流产', '气血虚', '血气不足']",[]
"['疟', '瘀血']",[]
"['胸中胀满', '多怒', '满闷']",[]
"['咳嗽', '寒邪']",[]
['痢不止'],[]
"['肚腹痛', '血亏', '小腹重坠']",[]
['干呕'],[]
"['饮食不下', '遍身壮热', '动胎', '元气不足']",[]
"['子淋', '血溺', '小便短涩']",[]
"['饮食不下', '干呕', '心腹胀', '脾肾气弱']","[['饮食不下', '干呕']]"
"['口干', '心神多躁', '壅热']","[['口干', '心神多躁']]"
"['成淋', '小便短涩']",[]
"['饮食不下', '干呕', '眩晕', '多倦', '妊娠呕恶冲逆']","[['干呕', '眩晕'], ['饮食不下', '干呕'], ['干呕', '妊娠呕恶冲逆']]"
['痢不止'],[]
"['咳嗽', '寒邪']",[]
"['不育', '不育']",[]
['口干'],[]
['痢不止'],[]
"['产后', '产后气短']",[]
"['产后', '恶露未尽']","[['产后', '恶露未尽']]"
['乳痈'],[]
"['产后', '霍乱', '吐泻']","[['霍乱', '吐泻']]"
"['产后', '小便利数', '淋沥不断']",[]
"['小便利数', '淋沥不断']",[]
"['产后', '咳嗽']",[]
"['产后', '饮食不下', '痞塞']","[['产后', '饮食不下']]"
"['产后', '干呕', '气逆']","[['产后', '干呕']]"
"['饮食不下', '不乳出']",[]
"['产后', '赤白痢']",[]
"['产后崩中下血', '色鲜红']",[]
"['鼓胀', '产后大便不通']",[]
"['产后', '大便结燥']",[]
"['产后', '涩', '阴虚', '内热', '小便淋露不止']","[['阴虚', '内热']]"
"['产后', '饮食不下', '血块', '不痛']","[['产后', '饮食不下']]"
"['产后', '痢不止', '血块', '米谷不化']","[['产后', '痢不止']]"
"['产后', '中风', '言语謇涩', '口急', '筋挛瘈疭']","[['产后', '中风'], ['中风', '言语謇涩'], ['中风', '口急']]"
['产后感风伤寒'],[]
"['产后', '寒热', '阴阳不和']","[['产后', '寒热']]"
"['产后', '遍身壮热', '头痛', '阴寒', '感冒']","[['产后', '头痛'], ['遍身壮热', '头痛'], ['产后', '遍身壮热'], ['遍身壮热', '阴寒'], ['产后', '遍身壮热', '头痛']]"
"['产后', '霍乱', '吐泻', '手足厥寒', '无块']","[['吐泻', '手足厥寒'], ['霍乱', '吐泻']]"
"['产后', '产后', '血晕', '腹内痛', '血块']","[['产后', '血晕']]"
"['气滞不行', '乳汁不足']",[]
"['头痛', '产后百损', '汗出', '指节疼痛']",[]
"['产后', '饮食不下', '痞塞']","[['产后', '饮食不下']]"
"['产后', '不止', '妄言']",[]
"['产后', '赤痢']",[]
