聚类,数字,数量,id
"['饮食不下', '肌体羸瘦']","[2, 22]",124,"[1953, 83828, 13938, 31886, 19706, 38490, 38524, 38497, 38417, 50186, 35316, 38424, 38523, 1268, 3529, 11627, 38662, 38409, 5830, 15893, 38451, 38489, 76964, 19712, 20005, 35279, 38499, 35304, 35315, 38416, 38513, 39391, 46118, 63715, 16606, 20036, 35264, 35323, 38475, 38748, 51352, 82613, 38403, 38438, 38457, 38514, 38695, 38838, 39336, 51333, 51376, 19720, 27124, 35266, 38422, 38725, 38854, 58696, 74960, 5143, 38442, 38515, 38683, 38709, 51382, 55841, 3477, 34112, 38585, 38808, 53143, 4335, 19725, 38411, 38414, 39086, 39329, 39348, 39354, 39385, 18903, 27001, 38719, 39061, 39470, 57514, 65854, 68127, 82866, 12332, 38783, 39088, 39425, 56462, 82252, 11625, 38463, 38774, 39343, 39370, 39382, 45027, 9356, 11479, 16293, 53561, 19710, 25827, 25874, 29684, 38412, 39454, 38679, 38713, 44984, 73439, 44682, 68379, 20043, 27048, 28271, 4122, 4132, 38603]"
"['产后心神惊悸不定', '虚晕']","[860, 2318]",1,[4136]
"['妊娠', '动胎']","[1, 11]",141,"[1102, 31469, 4238, 4240, 4246, 4288, 4294, 4330, 4247, 4306, 31175, 4245, 4248, 4290, 4325, 4335, 26913, 4239, 4283, 11196, 19718, 38997, 39145, 53622, 55913, 62144, 66470, 78898, 78900, 4161, 4243, 23215, 29432, 38952, 38976, 55895, 55899, 55902, 55922, 66464, 11308, 22999, 26904, 38966, 39157, 39202, 39204, 39213, 53581, 53583, 53678, 66523, 66524, 76164, 76165, 80931, 11335, 17180, 23026, 29223, 32734, 38967, 39184, 39223, 50805, 53594, 53626, 60862, 62838, 82252, 4242, 11577, 17154, 29434, 38969, 39256, 39307, 53571, 53593, 53620, 60856, 66468, 70808, 80863, 80946, 2860, 12977, 23209, 38970, 39010, 39231, 53562, 53590, 53636, 58665, 61698, 76170, 8950, 9052, 15083, 23090, 38971, 39209, 39295, 39324, 53551, 53600, 53677, 55769, 69645, 76800, 10166, 18931, 22988, 39011, 39292, 39298, 53640, 58671, 29212, 50861, 53660, 66442, 82096, 8884, 11558, 16318, 17150, 22305, 36857, 53579, 78221, 11579, 26649, 33417, 50863, 60555, 66449, 67773, 70233, 70805]"
"['妊娠呕恶冲逆', '多睡']","[61, 104]",13,"[29248, 4314, 17143, 19718, 53557, 16293, 39305, 19898, 53609, 53610, 39255, 53572, 39273]"
"['眼黄', '汗黄']","[1389, 2147]",1,[55961]
"['月经不调', '赤白带下']","[6, 10]",100,"[56655, 13863, 1953, 83828, 12112, 31694, 31696, 80595, 80680, 22488, 3530, 3536, 31482, 5450, 31439, 25866, 31530, 31549, 31951, 80570, 31486, 12912, 13892, 19716, 31613, 55017, 28775, 53258, 55554, 31402, 31553, 55513, 12565, 12601, 14554, 14985, 25817, 46543, 62119, 82668, 22723, 31813, 54998, 82933, 1981, 20616, 21117, 55462, 11430, 11850, 19708, 31447, 31748, 72310, 1616, 1864, 15145, 56220, 19725, 32025, 33865, 33879, 33883, 55506, 55750, 76172, 78391, 23192, 60787, 82967, 14538, 11057, 11479, 55756, 63249, 72802, 75668, 22842, 72113, 19709, 20047, 22971, 31144, 31246, 80581, 28018, 31257, 66811, 68026, 20040, 20793, 28101, 65130, 18990, 55552, 63274, 65127, 55458, 80555, 23936]"
"['产后百损', '恍惚']","[39, 120]",10,"[16610, 29694, 4237, 22306, 29672, 5236, 29621, 29644, 18583, 50958]"
"['痰饮', '恶心']","[47, 53]",17,"[65276, 79744, 7063, 15589, 19860, 53392, 6334, 11562, 14538, 22837, 28090, 33224, 53411, 76647, 80567, 18933, 19994]"
"['阴痒', '阴肿']","[356, 400]",2,"[18875, 67457]"
"['心腹绞急切痛', '不可按摩']","[1651, 1944]",1,[56001]
"['身如角弓反张', '口眼歪斜']","[168, 350]",5,"[21449, 83242, 5348, 55949, 10665]"
"['胎毒疮', '奶癣']","[1075, 1229]",1,[56521]
"['病患相感', '精血攻冲']","[2194, 2251]",1,[55903]
"['畏风', '髓海空虚']","[1924, 2398]",1,[55960]
"['动胎', '心腹疼痛']","[11, 42]",16,"[78898, 78900, 19718, 62144, 26904, 39287, 82641, 31610, 18925, 39011, 53577, 53580, 53582, 58663, 53607, 64978]"
"['月经过多', '肠风']","[17, 147]",22,"[82411, 5450, 7106, 32347, 25817, 73744, 24667, 69181, 20939, 68127, 19410, 45986, 63675, 19839, 28101, 4302, 55788, 1495, 17637, 11700, 37189, 37222]"
"['痰闭子宫', '肥盛']","[689, 746]",5,"[10352, 18673, 10812, 19994, 66646]"
"['虚羸', '产后气短']","[106, 144]",10,"[3628, 11486, 34122, 35313, 32649, 26920, 22315, 26922, 29609, 72240]"
"['脾转运滞', '多食厚味']","[1684, 2018]",1,[55954]
"['流血不止', '精冲血管']","[830, 2242]",1,[2950]
"['腹内成块', '腿胫或肿']","[1360, 1768]",1,[38707]
"['腰痛', '寒湿']","[56, 111]",11,"[76352, 6881, 29208, 6663, 64974, 2213, 2258, 20057, 32192, 42310, 66388]"
"['恶露未尽', '血晕']","[44, 50]",14,"[80570, 19731, 12306, 55478, 11540, 31698, 60844, 22842, 34218, 4025, 58683, 64991, 78221, 10177]"
"['血风攻注', '赤肿疼痛']","[2347, 2362]",1,[53148]
"['胀闷', '舌质紫']","[597, 767]",2,"[8868, 11389]"
"['言语謇涩', '半身不遂']","[36, 129]",22,"[1953, 83828, 6543, 21449, 83242, 21426, 60479, 82411, 19680, 65276, 79744, 7063, 13845, 29208, 5348, 53122, 26985, 32590, 72279, 20082, 196, 55254]"
"['乳岩', '红肿']","[504, 595]",2,"[5084, 31859]"
"['头痛', '壮热']","[9, 97]",45,"[19695, 68167, 4274, 76964, 4279, 29605, 53377, 51112, 34130, 13376, 38613, 38651, 39139, 39168, 39183, 39211, 59370, 12343, 39124, 39142, 39167, 39189, 39207, 51101, 3584, 9070, 10164, 38467, 26740, 28832, 29592, 39125, 39141, 39231, 15089, 39233, 53378, 53401, 35289, 39114, 39159, 39171, 53376, 9054, 44161]"
"['肚腹痛', '痢不止']","[4, 15]",56,"[20607, 54911, 30928, 62303, 32163, 5450, 5816, 62354, 17824, 45201, 82807, 4335, 19950, 32469, 67673, 20912, 12306, 19871, 32868, 722, 14829, 29640, 33219, 68474, 12767, 16386, 76994, 4005, 4150, 11447, 20028, 33216, 69852, 80033, 11493, 14818, 14824, 19781, 24900, 25906, 71988, 3425, 19759, 56108, 60938, 82093, 19231, 68379, 61526, 971, 10322, 27066, 31358, 66396, 80555, 61386]"
"['恶肉突出', '趾甲生疮']","[2056, 2366]",1,[7863]
"['精冷', '痿弱']","[454, 665]",3,"[19127, 20633, 20554]"
"['妊娠呕恶冲逆', '不下食']","[61, 248]",11,"[53374, 53380, 10167, 39278, 39276, 53383, 53388, 53403, 53416, 53625, 61058]"
"['脉紧涩', '恶露纯水']","[1190, 2060]",1,[8662]
"['发作抽掣', '眼目反张']","[1818, 1830]",1,[35217]
"['成淋', '小便痛而数']","[847, 1027]",2,"[16312, 38778]"
"['阴中肿痛', '带下黑色']","[768, 1208]",2,"[2960, 11298]"
"['口干', '烦躁']","[14, 103]",41,"[4288, 6757, 18407, 4311, 11232, 26893, 39196, 2860, 12306, 20010, 39129, 83697, 9588, 11319, 11344, 39111, 39178, 39229, 82920, 13814, 39161, 62648, 2829, 12980, 16305, 19754, 20076, 27044, 53136, 65407, 80935, 4108, 26889, 39400, 67833, 80856, 60942, 64695, 7088, 7103, 70018]"
"['腰胯沉重', '久冷']","[269, 282]",6,"[3549, 20112, 22844, 16566, 20040, 65127]"
"['气滞', '经前腹痛']","[82, 134]",12,"[31722, 21037, 31272, 1069, 80696, 19665, 19535, 31307, 71239, 81575, 29086, 33215]"
"['腹多病', '经准不孕']","[1741, 2261]",1,[29243]
"['热毒', '疮疥']","[55, 89]",12,"[63715, 13999, 20083, 827, 80069, 843, 33223, 17898, 80796, 33714, 19637, 276]"
"['生疮', '肿痛']","[150, 190]",7,"[16305, 19730, 29136, 56688, 20012, 65645, 20082]"
"['飞尸', '鬼疰']","[652, 898]",3,"[24653, 44873, 73644]"
"['肋痛', '诸疝肿痛']","[1327, 2353]",1,[31716]
"['心阳内耗', '命门失守']","[1652, 2000]",1,[11909]
"['嗳气', '口淡']","[517, 970]",3,"[80950, 68379, 80951]"
"['凝结有块', '肿中']","[1980, 2277]",1,[4049]
"['虚劳', '骨蒸潮热']","[78, 115]",12,"[31727, 45031, 27119, 1743, 60724, 31351, 22600, 44996, 45051, 1848, 58746, 16736]"
"['内劳无度', '命门不禁']","[1974, 1999]",1,[11909]
"['热毒', '上攻']","[55, 119]",14,"[2051, 19802, 20095, 20117, 19811, 28697, 25231, 39937, 3401, 20082, 20018, 55786, 9932, 1573]"
"['虚胀', '冷癖']","[568, 984]",4,"[16570, 53513, 25883, 53505]"
"['横生逆产', '倒生']","[288, 1221]",3,"[1445, 53289, 53345]"
"['热淋', '解时疼痛']","[743, 1084]",2,"[9595, 53465]"
"['惊泻', '粪稠若胶']","[2067, 2241]",1,[8581]
"['伤寒', '壮热']","[18, 97]",35,"[4274, 53377, 51112, 39155, 39168, 12343, 39124, 39142, 39189, 39207, 39211, 39219, 51101, 73831, 3584, 9070, 10164, 38613, 39167, 39125, 39141, 39231, 15082, 15086, 15089, 28832, 51059, 53378, 53401, 39114, 39159, 39171, 53376, 19754, 44161]"
"['月经下血块', '经来腥臭']","[1406, 1869]",1,[66436]
"['月经后期', '血下少']","[231, 302]",4,"[66989, 14782, 59759, 19527]"
"['五心如炙', '脉弦大有力']","[1638, 1781]",1,[4071]
"['胎冷', '两胁虚鸣']","[978, 1328]",1,[22887]
"['赤眼肿痛', '翳膜']","[443, 522]",5,"[23467, 13622, 29032, 3401, 59952]"
"['冬月感寒', '脱衣受风']","[1976, 2296]",1,[4344]
"['痢不止', '霍乱']","[15, 72]",26,"[32163, 62354, 82613, 3299, 19841, 3549, 5450, 4312, 19883, 19892, 69149, 32868, 67647, 19866, 19893, 60819, 62288, 62648, 72993, 3548, 68472, 32538, 68379, 61526, 75047, 12401]"
"['气蛊', '水蛊']","[730, 836]",5,"[32650, 28657, 20939, 80567, 28018]"
"['子宫发育不良', '不排卵']","[1879, 1946]",1,[11973]
"['鬼疰', '阴黄']","[898, 1477]",2,"[15643, 37169]"
"['血气虚', '冲任不足']","[933, 1053]",2,"[16601, 19712]"
"['瘀血未尽', '攻痛成疾']","[1526, 2078]",1,[55000]
"['痛痒不休', '飞红无靥']","[2203, 2397]",1,[8754]
"['四肢急掣', '半身不遂']","[59, 129]",14,"[1953, 83828, 5450, 6881, 29208, 65276, 79744, 7063, 29136, 13410, 4365, 20082, 20118, 196]"
"['舌燥', '无津以润']","[647, 1461]",2,"[2819, 2835]"
"['中风', '言语不得']","[13, 133]",42,"[23181, 5450, 23177, 51054, 23075, 53126, 7106, 39203, 63690, 11455, 22936, 29625, 39216, 53133, 53191, 26983, 37721, 38578, 39186, 39170, 39208, 60488, 69668, 5236, 53183, 19259, 49067, 51508, 53171, 53181, 62315, 80567, 51477, 59670, 65346, 63647, 39198, 37746, 10552, 38617, 53320, 10538]"
"['五劳', '诸虚百损']","[74, 217]",16,"[1953, 83828, 33698, 1971, 54855, 14171, 79362, 28793, 12584, 13899, 23814, 19323, 13259, 66751, 6764, 14159]"
"['中风', '口急']","[13, 60]",69,"[29454, 29465, 38629, 16566, 64986, 11455, 29685, 53187, 25866, 51095, 29597, 29679, 37679, 37721, 38536, 38597, 38598, 39127, 51053, 63690, 77333, 29625, 38590, 39186, 39215, 56006, 5348, 26983, 43405, 45241, 17142, 39170, 59104, 75465, 38568, 39208, 53146, 56061, 38615, 38636, 38994, 51075, 56000, 59670, 69615, 70838, 38633, 58703, 68081, 39169, 39198, 51062, 6353, 26980, 29622, 37746, 39199, 63578, 73834, 9042, 10665, 11564, 11565, 26989, 37643, 38617, 70927, 39144, 51108]"
"['脏腑虚渴', '脱血过多']","[2284, 2295]",1,[51310]
"['血溢', '中脘宿冷']","[1102, 1352]",2,"[7169, 32846]"
"['脉弦数', '舌苔黄腻']","[122, 409]",14,"[80839, 80962, 80851, 80920, 80932, 80857, 80881, 80910, 80926, 80933, 80836, 80893, 6573, 63139]"
"['难产', '血晕']","[24, 50]",14,"[22782, 16569, 55797, 14554, 62082, 12912, 55478, 12306, 56197, 21459, 63743, 22842, 14496, 13409]"
"['腹内成块', '肚上筋脉']","[1360, 2275]",1,[38707]
"['房事过度', '水不济火']","[2071, 2141]",1,[12762]
"['乳上湿疮', '飞红无靥']","[1320, 2397]",1,[8754]
"['脐下有积块', '脐下如覆钵']","[1708, 1712]",1,[16350]
"['口急', '昏迷不省']","[60, 77]",17,"[12765, 55918, 51095, 67543, 17946, 70588, 38536, 55035, 78910, 67745, 80909, 38548, 6353, 78221, 5348, 11564, 11565]"
"['半身不遂', '脚手痹顽']","[129, 148]",17,"[1953, 83828, 6543, 21449, 83242, 21426, 79745, 11388, 71351, 20106, 7058, 20113, 55883, 32590, 72279, 24988, 20074]"
"['攀睛胬肉', '拳毛倒睫']","[986, 1236]",2,"[23467, 29032]"
"['面部色素沉着', '舌薄']","[1826, 1852]",1,[80649]
"['血晕', '死胎']","[50, 81]",14,"[22782, 55797, 3530, 25866, 14554, 12912, 13410, 12306, 63563, 77893, 55830, 16985, 78221, 10177]"
"['痈疽发背', '疖']","[228, 245]",9,"[56207, 66744, 55797, 57790, 68706, 27145, 27195, 63654, 276]"
"['下焦蓄血', '至夜发热']","[1932, 2301]",1,[33150]
"['腰重不能屈伸', '眼胞肿']","[1755, 1888]",1,[4234]
"['便利常涩', '小腹顽痹']","[1573, 1727]",1,[37666]
"['血壅不流', '血聚下焦']","[2326, 2338]",1,[4289]
"['咳嗽', '口干']","[12, 14]",44,"[20551, 55933, 20036, 1209, 6757, 16606, 4364, 13933, 76004, 20037, 31811, 43803, 23817, 55974, 5257, 31876, 55292, 2959, 11279, 21459, 22614, 80910, 80962, 8923, 20028, 31869, 33223, 51101, 78505, 18909, 20076, 13409, 31855, 53136, 67445, 2948, 10708, 12583, 7103, 62625, 6573, 72721, 6192, 44787]"
"['舌质淡', '苔薄']","[198, 576]",7,"[80876, 80889, 80959, 80944, 80886, 18863, 80871]"
"['乳房发胀', '脐下急满']","[804, 1037]",2,"[2625, 2695]"
"['干呕', '头痛']","[3, 9]",72,"[16569, 5818, 59547, 32163, 19695, 25866, 55024, 67880, 82947, 7106, 23064, 64986, 11455, 20490, 71759, 13410, 66549, 78869, 23189, 56207, 77300, 23079, 28312, 37687, 65276, 66558, 78896, 79744, 7063, 39156, 53564, 54997, 82866, 23012, 38651, 39157, 39204, 39211, 62838, 82481, 19860, 33198, 33224, 51071, 62819, 63568, 32739, 33223, 39167, 51067, 51418, 15605, 39224, 39231, 76916, 80877, 16739, 33155, 39233, 53568, 15078, 19994, 29613, 10320, 32192, 9054, 78221, 33233, 80555, 24329, 50879, 82267]"
"['牙关紧闭', '手足挛急']","[186, 299]",10,"[590, 568, 11050, 19259, 65027, 80944, 614, 11564, 11565, 16289]"
"['妊娠', '头痛']","[1, 9]",79,"[4274, 4330, 53377, 22824, 39226, 78896, 39156, 39142, 39157, 39168, 39183, 39189, 39204, 39211, 53367, 62838, 66473, 67768, 82098, 12343, 33224, 39113, 39124, 39126, 39167, 39175, 39207, 39230, 44199, 53379, 55911, 64085, 67779, 72978, 77338, 9070, 10164, 32739, 39217, 39223, 80877, 82917, 16784, 28832, 38959, 39141, 39171, 39224, 39231, 63276, 77165, 15089, 39122, 39125, 53378, 53397, 53401, 77164, 14776, 26889, 33155, 39114, 39159, 53376, 59682, 59689, 69977, 80882, 19684, 59668, 12980, 36876, 39154, 39185, 50816, 55824, 78221, 9054, 44161]"
"['骨弱', '弦急']","[639, 1005]",3,"[30133, 30311, 39027]"
"['脚手痹顽', '左瘫右痪']","[148, 200]",17,"[56655, 13863, 1953, 83828, 30928, 80595, 6543, 83372, 21438, 21449, 83242, 21426, 24975, 65339, 80364, 32590, 6544]"
"['大便结燥', '小便短赤']","[80, 204]",8,"[29426, 74391, 12980, 9932, 77182, 18990, 80935, 6036]"
"['咯痰带血', '咯血']","[208, 332]",7,"[1041, 31914, 1261, 8923, 1347, 31822, 31804]"
"['气怒肺热', '声哑']","[472, 989]",2,"[1209, 80560]"
"['月经不调', '寒热']","[6, 8]",41,"[13938, 30198, 19706, 3530, 19711, 82411, 25866, 83248, 11503, 19714, 25817, 38927, 15621, 19720, 62680, 19725, 38837, 63472, 77373, 5257, 55292, 62702, 62725, 1123, 22614, 32402, 56996, 26922, 53754, 53759, 81613, 843, 14538, 25886, 28090, 72983, 26661, 76800, 59281, 26662, 44566]"
"['脐下生疮', '唇紧']","[1706, 1840]",1,[56673]
"['干呕', '恶心']","[3, 53]",95,"[83828, 12112, 20625, 31886, 16569, 25866, 12912, 27835, 55024, 82947, 19716, 60334, 67880, 82613, 16601, 80357, 82807, 19846, 23064, 77185, 25817, 31864, 80361, 2964, 55991, 65288, 4249, 19898, 23106, 32443, 23029, 23037, 32743, 67679, 11321, 19870, 19895, 23079, 64976, 65276, 79744, 7063, 15589, 22980, 53564, 82943, 4074, 11310, 15569, 23012, 59703, 64047, 66505, 6334, 19860, 19962, 33224, 53785, 55351, 57569, 62819, 2855, 19843, 28538, 33216, 53153, 53392, 53674, 66438, 66733, 80905, 14538, 19873, 19947, 24609, 28090, 2824, 11562, 18933, 60563, 75346, 76647, 11385, 19842, 19857, 19994, 32538, 53372, 53411, 68379, 2845, 60853, 80835, 55552, 78221]"
"['闭目不省', '血厥']","[685, 734]",4,"[17946, 70588, 32080, 23158]"
"['血脉不荣', '冲脉少藏']","[1188, 1375]",2,"[29243, 80573]"
"['冷气', '攻刺']","[112, 152]",9,"[47332, 76814, 19850, 72119, 19870, 60872, 19833, 32398, 76788]"
"['妊而数堕', '屡产']","[825, 1213]",3,"[56100, 56101, 56132]"
"['口眼抽动', '陡然抽风']","[1845, 2388]",1,[10590]
"['经水如黄浆汁', '经水如黄浆汁']","[1872, 1872]",1,[66990]
"['寒热', '头目眩晕']","[8, 23]",39,"[19706, 30194, 20625, 82411, 82940, 13926, 19714, 23076, 34131, 19704, 38440, 59896, 38484, 53174, 23079, 25817, 14964, 20037, 27121, 5257, 23012, 53173, 62702, 63449, 82913, 22614, 32402, 33224, 55292, 3584, 18863, 29641, 33223, 51506, 20008, 25874, 21476, 25839, 64980]"
"['多食厚味', '痞塞嗳酸']","[2018, 2206]",1,[55954]
"['内劳无度', '命门失守']","[1974, 2000]",1,[11909]
"['恶气熏人', '腋臭狐臊']","[2053, 2299]",1,[31783]
"['产后', '干呕']","[0, 3]",119,"[32163, 69101, 3530, 22782, 30194, 5140, 16341, 25866, 67674, 12912, 17824, 21306, 14491, 19731, 64986, 11455, 13410, 20490, 25817, 30155, 63690, 4377, 66225, 16606, 4351, 26923, 14448, 23742, 55970, 65276, 79744, 7063, 11402, 21459, 28312, 32443, 32868, 51313, 56081, 12332, 19541, 22911, 38651, 55941, 56048, 58693, 69824, 11243, 11310, 12914, 17689, 26979, 29636, 33219, 38645, 51071, 51257, 51283, 51307, 51321, 55924, 55942, 69890, 69898, 70251, 77264, 82928, 2855, 14830, 28538, 34218, 38581, 51067, 51092, 51258, 51263, 51418, 51494, 54467, 59713, 80936, 4032, 13409, 18942, 22842, 24609, 33202, 51259, 51326, 51327, 51328, 2824, 29383, 33155, 70837, 72983, 76647, 4061, 17682, 19994, 32538, 50969, 50973, 2845, 18644, 32232, 63675, 82929, 4056, 10322, 11469, 17685, 55552, 69845, 23143, 60841, 61766, 70927, 80555]"
"['妊娠', '饮食不下']","[1, 2]",126,"[20625, 82613, 4262, 4322, 4290, 4335, 11555, 39165, 39201, 39262, 53375, 53681, 13268, 19718, 20912, 26645, 39226, 39315, 53633, 53651, 66439, 78898, 78900, 22980, 29221, 39269, 39313, 53629, 66486, 11343, 17623, 26893, 39123, 39150, 39168, 39175, 39178, 39196, 39211, 39212, 39218, 39239, 39258, 39296, 53362, 53412, 62838, 66505, 1698, 15569, 25818, 39129, 39135, 39167, 39174, 39194, 39230, 39323, 39326, 53395, 53662, 80929, 1800, 9588, 16384, 17913, 22884, 26975, 38956, 39108, 39111, 39138, 39210, 53410, 53637, 53674, 66438, 66466, 70808, 80844, 80867, 80889, 80918, 80950, 80951, 38963, 39116, 39173, 39176, 39228, 39231, 53386, 53663, 80854, 82252, 82916, 10997, 11378, 11562, 11588, 11589, 12048, 17622, 31733, 33184, 53612, 58650, 70812, 80902, 19684, 53671, 58647, 62739, 67759, 68379, 70245, 1700, 9069, 18931, 39151, 39232, 39306, 11558, 26679, 36848, 17140]"
"['冷血侵脾', '嗳闻血腥']","[1354, 1418]",2,"[7169, 32846]"
"['劳嗽', '食黄']","[655, 1237]",2,"[32443, 33890]"
"['痈', '乳痈']","[73, 125]",14,"[68706, 5450, 27198, 67296, 56996, 19417, 25892, 65790, 52658, 57629, 2919, 19646, 19663, 23769]"
"['满腹行走', '古怪异物']","[1731, 1990]",1,[7301]
"['月经不通', '肌体羸瘦']","[5, 22]",29,"[1953, 20388, 38424, 38662, 76964, 11627, 15893, 39335, 39391, 38438, 38838, 27124, 38683, 5143, 19727, 55936, 58696, 74960, 18903, 38719, 38783, 39362, 38664, 38687, 38679, 38713, 32538, 28271, 38731]"
"['两乳忽长', '细小如肠']","[1586, 1694]",1,[8694]
"['肾气不旺', '两腿虚浮']","[1751, 1767]",1,[2976]
"['身体俱黄', '额黑']","[941, 1080]",2,"[9289, 77661]"
"['小腹顽痹', '两脚不仁']","[1727, 1797]",1,[37666]
"['言语謇涩', '四肢急掣']","[36, 59]",32,"[1953, 83828, 12112, 37777, 28594, 37657, 39177, 53131, 37689, 83244, 39020, 37717, 38553, 29208, 37724, 39197, 39130, 65276, 79744, 7063, 20087, 32523, 62289, 37688, 51481, 53167, 76091, 20082, 53166, 196, 55788, 51492]"
"['胎毒疮', '脓疥']","[1075, 2287]",1,[56521]
"['霍乱', '小腿转筋']","[72, 327]",21,"[19841, 3299, 19883, 19892, 56247, 67679, 62742, 19680, 19893, 67647, 60819, 69149, 11580, 60488, 9845, 32538, 32552, 75047, 61766, 23605, 20043]"
"['风湿脚气', '疝气']","[110, 131]",12,"[56655, 13863, 80595, 66744, 56220, 69002, 20113, 60163, 27195, 76590, 24988, 28018]"
"['肚腹膨胀', '血分']","[319, 355]",4,"[37714, 16583, 37692, 37700]"
"['血痛', '慢脾风']","[750, 1160]",2,"[5450, 5454]"
"['动胎', '月经过多']","[11, 17]",58,"[55982, 20624, 80570, 16851, 26913, 4283, 71836, 19718, 78898, 78900, 21998, 55895, 65152, 67774, 26904, 39311, 53599, 53622, 53678, 84449, 23036, 23040, 30166, 32734, 39256, 53565, 53578, 53626, 80946, 4285, 53593, 53620, 53556, 53569, 53636, 38971, 39298, 53588, 53592, 53605, 53677, 58665, 80952, 12958, 29212, 39310, 53660, 68069, 17631, 26903, 53579, 58663, 10623, 53549, 53591, 70233, 54324, 64978]"
"['不睡', '心神恍惚']","[175, 311]",8,"[22862, 13220, 19035, 39131, 38594, 59699, 64758, 38500]"
"['食积', '食滞']","[178, 366]",12,"[67682, 28112, 5818, 14618, 73744, 72983, 19859, 19947, 63594, 68714, 63675, 13436]"
"['胎毒疮', '头面生癞']","[1075, 1196]",1,[56521]
"['白带腥臭', '虚寒带下']","[1067, 1403]",1,[71858]
"['腹胀胎腐', '眼胞肿']","[1742, 1888]",1,[4234]
"['赤白带下', '阴中冷']","[10, 64]",53,"[13863, 1953, 83828, 12112, 3530, 56207, 31439, 66744, 20023, 66800, 55017, 72312, 53258, 80617, 12568, 31402, 55154, 55513, 69002, 31813, 21117, 72285, 1981, 25817, 31748, 69025, 1616, 1864, 3564, 24763, 33737, 55506, 63248, 71776, 1590, 82413, 55756, 64565, 65524, 72802, 77148, 26642, 22971, 26726, 26734, 19127, 20633, 31144, 65130, 1517, 16310, 27882, 23852]"
"['内劳无度', '命门失守', '液脱阳离']","[1974, 2000, 2155]",1,[11909]
"['妊娠', '遍身壮热', '口干']","[1, 7, 14]",15,"[26893, 39196, 39129, 22884, 39111, 59669, 77338, 9588, 80838, 12980, 62648, 19754, 77169, 78032, 15072]"
"['胞胎肥厚', '腹皮宽胀', '忧乐不常']","[1413, 1564, 2048]",1,[4282]
"['侵损荣卫', '病患相感', '精血攻冲']","[1963, 2194, 2251]",1,[55903]
"['内劳无度', '命门不禁', '液脱阳离']","[1974, 1999, 2155]",1,[11909]
"['畏风', '脑痛如破', '髓海空虚']","[1924, 2285, 2398]",1,[55960]
"['衄血', '咳血', '咯血']","[227, 323, 332]",3,"[31914, 32252, 31822]"
"['凝结不散', '血壅不流', '血聚下焦']","[1445, 2326, 2338]",1,[4289]
"['难产', '血晕', '胎衣不下']","[24, 50, 68]",6,"[22782, 55478, 62082, 12912, 21459, 63743]"
"['头目眩晕', '血风劳', '身疼']","[23, 26, 32]",12,"[19714, 20087, 24975, 32523, 53173, 20082, 53145, 20076, 25817, 53176, 20118, 55788]"
"['腹大如妊', '六脉乍大乍小', '相狎']","[1365, 1374, 2229]",1,[11287]
"['六脉乍大乍小', '面色乍赤乍白', '相狎']","[1374, 1387, 2229]",1,[11287]
"['半身不遂', '脚手痹顽', '左瘫右痪']","[129, 148, 200]",7,"[1953, 83828, 6543, 21449, 83242, 21426, 32590]"
"['妊娠', '头痛', '伤寒']","[1, 9, 18]",50,"[4274, 53377, 4330, 39156, 39142, 39157, 39168, 39189, 39204, 39211, 39226, 12343, 33224, 39207, 44199, 53367, 9070, 10164, 39124, 39167, 39217, 53379, 77338, 82098, 28832, 39141, 39231, 63276, 77165, 15089, 39125, 39171, 39224, 53378, 53397, 53401, 77164, 14776, 39114, 39159, 53376, 59689, 19684, 12980, 36876, 39154, 50816, 55824, 78221, 44161]"
"['产后', '饮食不下', '干呕']","[0, 2, 3]",43,"[32163, 69101, 30194, 12912, 16341, 21306, 20490, 30155, 14491, 16606, 55970, 65276, 66225, 79744, 7063, 32868, 19541, 22911, 25817, 58693, 11243, 12332, 29636, 38651, 51283, 51321, 55924, 51258, 51307, 55942, 24609, 51326, 51328, 70837, 72983, 76647, 19994, 10322, 11469, 17685, 32232, 50973, 80555]"
"['中风', '言语謇涩', '四肢急掣']","[13, 36, 59]",20,"[1953, 37777, 37657, 39177, 53131, 37717, 38553, 39020, 29208, 37724, 39197, 39130, 79744, 37688, 62289, 51481, 53167, 20087, 53166, 51492]"
"['便利常涩', '小腹顽痹', '两脚不仁']","[1573, 1727, 1797]",1,[37666]
"['咯痰带血', '衄血', '咯血']","[208, 227, 332]",4,"[31914, 1041, 1347, 31822]"
"['痈', '乳痈', '痈疽发背']","[73, 125, 228]",4,"[27198, 68706, 52658, 23769]"
"['下痢', '脓血', '里急后重']","[180, 255, 351]",3,"[23600, 76617, 19775]"
"['去衣而走', '如风鬼神', '登高而歌']","[1985, 2026, 2227]",1,[4444]
"['赤白带下', '不育', '阴中冷']","[10, 20, 64]",15,"[1953, 31439, 20023, 55017, 55513, 31813, 1981, 69002, 69025, 55506, 63248, 71776, 1616, 65524, 72802]"
"['心神恐惧', '啼泣不止', '歌笑无度']","[1340, 2004, 2104]",1,[37722]
"['小便如血', '胎欲落', '斑出黑色']","[1136, 1906, 2082]",1,[39149]
"['女子血衰', '容色枯瘁', '大风血癞']","[1412, 1500, 2021]",1,[77091]
"['腹大如妊', '面色乍赤乍白', '相狎']","[1365, 1387, 2229]",1,[11287]
"['心阳内耗', '内劳无度', '命门不禁']","[1652, 1974, 1999]",1,[11909]
